"pathway","NES","padj","size","input","leadingEdge"
"Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032434)",-1.5709960626169,0.41282407209287,13,"TNBC signature","CSNK1A1,HERPUD1,TRIB1,HSPA1B,DNAJB2"
"Regulation Of Protein Binding (GO:0043393)",-0.840637494166086,0.899778181084896,13,"TNBC signature","BAMBI,CRK,DNAJB2,CDKN1A,LRPAP1"
"Regulation Of Protein Catabolic Process (GO:0042176)",1.17938470468835,0.676700165869841,11,"TNBC signature","APOE,PSME1,VPS28,PIN1,VGLL4,PSME2,EGFR"
"Regulation Of Protein Kinase Activity (GO:0045859)",-0.976952520804737,0.82154956547356,11,"TNBC signature","HSPB1,TRIB1"
"Regulation Of Protein Metabolic Process (GO:0051246)",-1.12788407879822,0.704704081367894,11,"TNBC signature","NFKBIA,EDN1"
"Regulation Of Protein Phosphorylation (GO:0001932)",0.789915936696157,0.899778181084896,16,"TNBC signature","CCND1,APP,PIK3R3,CCND3,PIN1"
"Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071900)",0.988957542634474,0.786125539770949,20,"TNBC signature","CDKN2A,CCND1,CALM3,CALM1"
"Regulation Of Protein Ubiquitination (GO:0031396)",-1.2906311806329,0.577490658053075,12,"TNBC signature","SOX4,HSPA1B,DNAJB2,SQSTM1"
"Regulation Of Signal Transduction (GO:0009966)",0.815957790384418,0.899778181084896,12,"TNBC signature","RGS2,ITGB1BP1,APP"
"Regulation Of Transcription By RNA Polymerase II (GO:0006357)",-1.57280973729301,0.148662088166213,90,"TNBC signature","CEBPD,NFKBIA,EDN1,GADD45A,SOX4,FHL2,ARID5B,BHLHE40,FOSL1,NRIP1,ID2,NFE2L2,NFATC3,NFIL3,MUC1,TFAP2A,FOXO3,CRK,SMAD3,STAT3,STXBP2,SQSTM1,AKAP8L,JMJD6,USP22,NR2F6,HIF1A"
"Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0017015)",0.550942021717714,0.982160526442192,10,"TNBC signature","HDAC2"
"Regulation Of Translation (GO:0006417)",0.800784982656648,0.899778181084896,17,"TNBC signature","GAPDH,BZW2,APP"
"Regulation Of miRNA Transcription (GO:1902893)",-1.37852462870544,0.56130198915009,15,"TNBC signature","FOSL1,NFATC3,FOXO3,SMAD3,STAT3,HIF1A,NR3C1"
"Response To Cytokine (GO:0034097)",0.910304473796174,0.866071428571428,10,"TNBC signature","STAT1,APP"
"Response To Endoplasmic Reticulum Stress (GO:0034976)",-1.72529041214285,0.155341770522247,13,"TNBC signature","ERO1A,UFM1,HERPUD1,TMCO1,BCL2,MBTPS1,HYOU1,ATF6"
"Response To Lipopolysaccharide (GO:0032496)",-1.38728364455519,0.466234078346551,12,"TNBC signature","CCL2,CXCL2,TRIB1"
"Response To Reactive Oxygen Species (GO:0000302)",-0.781350522849721,0.899778181084896,12,"TNBC signature","HMOX1"
"Response To Tumor Necrosis Factor (GO:0034612)",-1.60580289014072,0.41282407209287,11,"TNBC signature","NFKBIA,CCL2,ADAM10,NFE2L2"
"Response To UV (GO:0009411)",1.30880770792668,0.577490658053075,13,"TNBC signature","PARP1,CCND1,PCNA,CAT,USP1,MSH6,EGFR"
"Response To Unfolded Protein (GO:0006986)",-0.90715810113549,0.866071428571428,11,"TNBC signature","HSPB1,HERPUD1,DNAJB2"
"Ribosome Biogenesis (GO:0042254)",0.572870910148414,0.982160526442192,11,"TNBC signature","EXOSC4,RRS1,RPS5,EBNA1BP2,DHX29,GRWD1,DDX10,PIH1D1,NOLC1,DNTTIP2,RPS6"
"Small GTPase Mediated Signal Transduction (GO:0007264)",1.03647678511204,0.766694370473396,15,"TNBC signature","CDKN2A"
"Supramolecular Fiber Organization (GO:0097435)",1.5300452967093,0.41282407209287,16,"TNBC signature","STMN1,MYL9,ALDOA,CRTAP"
"Transcription By RNA Polymerase II (GO:0006366)",-1.31926761208067,0.566883116883117,14,"TNBC signature","CEBPD"
"Transmembrane Receptor Protein Tyrosine Kinase Signaling Pathway (GO:0007169)",1.04250533008244,0.766694370473396,23,"TNBC signature","STMN1,DDIT4"
"Ubiquitin-Dependent Protein Catabolic Process (GO:0006511)",-1.02937966577035,0.76884675176808,28,"TNBC signature","CSNK1A1,SKP1,HERPUD1,NFE2L2,CHMP4A"
"Vesicle-Mediated Transport (GO:0016192)",-1.03471678637136,0.766694370473396,16,"TNBC signature","CDC42,CHMP4A,STXBP2,SQSTM1,TMED10,STX1A"
"Wound Healing (GO:0042060)",-1.51831973861298,0.466234078346551,10,"TNBC signature","HMOX1,CHMP4A,ERBB3,SMAD3,TPM1"
"mRNA Processing (GO:0006397)",0.881527447895681,0.866071428571428,13,"TNBC signature","HSPA8,HTATSF1,PIN1,RNPS1,LSM6,LSM5"
"mRNA Splicing, Via Spliceosome (GO:0000398)",1.1157822993306,0.724236954381359,11,"TNBC signature","PUF60,HSPA8,HTATSF1,PIN1,RNPS1,LSM6,LSM5"
"ATP Metabolic Process (GO:0046034)",-1.45928566157776,0.275280664413004,10,"QL-XII-47","HSPA8,PARP1,ATP1B1,BAD,ALDOA,SLC25A13"
"Apoptotic Process (GO:0006915)",1.12412948491514,0.547364205621086,23,"QL-XII-47","MYC,GADD45A,NFKBIA,PMAIP1,CASP3"
"Cellular Component Assembly (GO:0022607)",-0.997815722802872,0.682689427972447,11,"QL-XII-47","BECN1,RHOA"
"Cellular Response To Cytokine Stimulus (GO:0071345)",1.1312729650067,0.547364205621086,22,"QL-XII-47","ZFP36,EGR1,NFKBIA,HIF1A,GATA3"
"Cellular Response To Decreased Oxygen Levels (GO:0036294)",1.38449811011488,0.330791170634921,10,"QL-XII-47","MYC,HMOX1,HIF1A,PMAIP1"
"Cellular Response To Growth Factor Stimulus (GO:0071363)",1.20326693198745,0.493041749502982,21,"QL-XII-47","ZFP36,EGFR,NR3C1"
"Cellular Response To Hypoxia (GO:0071456)",1.38449811011488,0.330791170634921,10,"QL-XII-47","MYC,HMOX1,HIF1A,PMAIP1"
"Cellular Response To Insulin Stimulus (GO:0032869)",-1.0477073053429,0.597246287128713,10,"QL-XII-47","PARP1,AKT1,RAB31,GRB10,INSIG1"
"Cellular Response To Lipid (GO:0071396)",1.47780317538369,0.269589384974,17,"QL-XII-47","ZFP36,EGFR,NR3C1,NCOA3,CXCL2,TICAM1"
"Cellular Response To Metal Ion (GO:0071248)",0.906633970468843,0.720498687664042,12,"QL-XII-47","EGFR,JUN,TFAP2A,LGMN"
"Cellular Response To Organic Cyclic Compound (GO:0071407)",1.7056398984104,0.125980363393991,14,"QL-XII-47","EGFR,TIPARP,EGR1,NR3C1,NCOA3,CASP3"
"Cellular Response To Oxidative Stress (GO:0034599)",1.47213476318302,0.269589384974,19,"QL-XII-47","HMOX1,EGFR,FOXO3,JUN,HIF1A,STX4,KEAP1"
"Cellular Response To Oxygen-Containing Compound (GO:1901701)",1.41980350422925,0.269589384974,26,"QL-XII-47","ZFP36,EGFR,EGR1,NCOA3,JUN,CXCL2,TICAM1"
"Cellular Response To Reactive Oxygen Species (GO:0034614)",1.24860909523154,0.420727205610927,10,"QL-XII-47","EGFR,JUN"
"Cellular Response To Starvation (GO:0009267)",1.08724467580795,0.587167070217918,10,"QL-XII-47","CDKN1A,FOXO3,PMAIP1,RRP8"
"Cellular Response To Tumor Necrosis Factor (GO:0071356)",1.4608786120272,0.275280664413004,15,"QL-XII-47","ZFP36,FOXO3,BIRC2,NFKBIA,GATA3"
"Chromatin Organization (GO:0006325)",1.37110329408604,0.319284884471408,20,"QL-XII-47","MYC,KDM5A,KDM5B,ZNF274,MTF2,KAT6B,RB1"
"Chromatin Remodeling (GO:0006338)",1.64408272877899,0.137340822972187,17,"QL-XII-47","MYC,KDM5A,KDM5B,ZNF274,MTF2"
"Cytokine-Mediated Signaling Pathway (GO:0019221)",1.47215451151468,0.269589384974,17,"QL-XII-47","EGR1,FOXO3,BIRC2,NFKBIA,CXCL2"
"DNA Damage Response (GO:0006974)",1.50672702929639,0.188263422493604,26,"QL-XII-47","MYC,GADD45A,CDKN1A"
"DNA Metabolic Process (GO:0006259)",0.954492180244499,0.689679502835898,19,"QL-XII-47","GADD45A,TERF2IP"
"DNA Repair (GO:0006281)",-0.899832801506965,0.754000914494742,19,"QL-XII-47","PCNA,PARP1,PNKP"
"DNA-templated Transcription (GO:0006351)",0.724908039709654,0.91719717210366,20,"QL-XII-47","FOXO3,DRAP1,CEBPD,CCNH,NFKBIB,TBPL1"
"Defense Response To Virus (GO:0051607)",-1.37641274054669,0.314351851851852,11,"QL-XII-47","DDIT4,BNIP3,BNIP3L"
"Endomembrane System Organization (GO:0010256)",-1.09942845715292,0.587167070217918,11,"QL-XII-47","REEP5,TOR1A,TMED10,NUP93"
"Establishment Of Protein Localization To Mitochondrion (GO:0072655)",-0.842433849404659,0.813898450946644,10,"QL-XII-47","AKT1,FIS1"
"Gene Expression (GO:0010467)",0.698002893245958,0.927120669056153,19,"QL-XII-47","DNTTIP2,CASP3,RBM6,PRPF4,NUP88,RBM15B,CASC3"
"Inflammatory Response (GO:0006954)",1.59406769595156,0.254272965651253,11,"QL-XII-47","RELB,CXCL2,GATA3,STAT3,IKBKB,NFKB2,CD44,FOS"
"Intracellular Protein Transport (GO:0006886)",0.866587934130387,0.767494192799071,23,"QL-XII-47","VPS28,STX4,STX1A,ARFIP2,NUP88,OXA1L,STAT3,RAB21,TIMM17B,BAG3"
"Intrinsic Apoptotic Signaling Pathway (GO:0097193)",1.04348079824838,0.597246287128713,14,"QL-XII-47","CDKN1A,PMAIP1,CASP3,RRP8"
"Membrane Organization (GO:0061024)",0.82987109110562,0.80441497956468,10,"QL-XII-47","EGFR,CHMP4A,VPS28"
"Mitochondrial Transport (GO:0006839)",-0.97179383486359,0.690458646721072,13,"QL-XII-47","BNIP3,FIS1,BAD,SLC25A4,SLC25A13"
"Mitochondrion Organization (GO:0007005)",-1.08547169273311,0.574714646684674,21,"QL-XII-47","BNIP3,BNIP3L,PARP1,FIS1,SLC25A4"
"Mitotic Cell Cycle Phase Transition (GO:0044772)",1.55643662748157,0.254272965651253,13,"QL-XII-47","MYC,CDKN1A,CHMP4A"
"Mitotic Sister Chromatid Segregation (GO:0000070)",-0.934822220212421,0.725647688794393,10,"QL-XII-47","BECN1,RHOA,SMC4,SMC3,SMC1A,CHEK2"
"Modification-Dependent Protein Catabolic Process (GO:0019941)",-0.954529236221845,0.703150409305146,14,"QL-XII-47","UBE2L6,STUB1,UBE3C,UBE2A"
"Negative Regulation Of Apoptotic Process (GO:0043066)",1.23729703611599,0.368083170890188,47,"QL-XII-47","MYC,EGFR,ATF5,BIRC2,IGF1R,UFM1,FHL2,SUPV3L1,TFAP2A,RB1,LGMN,PIK3R3,HSPA1B,HSPA1A,CFLAR,IER3,DFFA"
"Negative Regulation Of Apoptotic Signaling Pathway (GO:2001234)",-0.69970644952883,0.906804997768853,10,"QL-XII-47","AKT1,SLC25A4,PSMD10"
"Negative Regulation Of Binding (GO:0051100)",1.36359624607724,0.354970811187593,11,"QL-XII-47","CDKN1A,JUN,DNAJB2,NFKBIA"
"Negative Regulation Of Cell Cycle (GO:0045786)",1.4016779731986,0.314351851851852,10,"QL-XII-47","CDKN1A,GATA3,RRP8,RB1,RNF167,PTPRK,CDKN1B"
"Negative Regulation Of Cell Death (GO:0060548)",-1.47851715046999,0.275280664413004,10,"QL-XII-47","BECN1,BNIP3,BNIP3L,AKT1,TMEM109"
"Negative Regulation Of Cell Differentiation (GO:0045596)",1.56100066794775,0.243106877947649,17,"QL-XII-47","EGFR,NFKBIA,GATA3,CCDC85B,SMAD3,RB1"
"Negative Regulation Of Cell Growth (GO:0030308)",1.51730852333898,0.269589384974,13,"QL-XII-47","CDKN1A,DNAJB2,CGRRF1,CCDC85B,SMAD3,RB1,HSPA1B,HSPA1A"
"Negative Regulation Of Cell Migration (GO:0030336)",1.03252694633329,0.599296528521181,14,"QL-XII-47","HMOX1,FOXO3,ARID4B"
"Negative Regulation Of Cell Motility (GO:2000146)",0.838007946528431,0.770722977809592,12,"QL-XII-47","FOXO3,ARID4B,GATA3"
"Negative Regulation Of Cell Population Proliferation (GO:0008285)",1.85067748797837,0.0226256516311964,28,"QL-XII-47","MYC,HMOX1,CDKN1A,DNAJB2,ATF5,CGRRF1,GATA3,SMAD3,TFAP2A,TRIB1"
"Negative Regulation Of Cellular Process (GO:0048523)",1.55209503469337,0.13583977245995,40,"QL-XII-47","MYC,CDKN1A,CHMP4A,DNAJB2,ATF5,CGRRF1,GATA3,CCDC85B,SMAD3,TFAP2A,RRP8,RB1,CHERP,HSPA1B,HSPA1A,SUZ12,BCL7B,CRK,RNF167,PTPRK,ERBB3"
"Negative Regulation Of DNA-binding Transcription Factor Activity (GO:0043433)",1.51377917083788,0.269589384974,12,"QL-XII-47","NFKBIE,NFKBIA,BHLHE40,KEAP1,TRIB1,RB1,USP7"
"Negative Regulation Of DNA-templated Transcription (GO:0045892)",2.20679171310099,2.61228354278933e-05,65,"QL-XII-47","MYC,GADD45A,ZFP36,NR3C1,FOXO3,JUN,ATF5,ZNF274,DRAP1,ARID4B,ARID5B,NFIL3,BHLHE40,HIF1A,KAT6A,GATA3,CCDC85B,SMAD3,FHL2,KAT6B,TCERG1,TFAP2A,RRP8,RB1,ZNF131"
"Negative Regulation Of Gene Expression (GO:0010629)",1.32846194038816,0.354970811187593,23,"QL-XII-47","ZFP36,TIPARP,HIF1A,SMAD3,RB1,LGMN,HSPA1B,HSPA1A,STAT3"
"Negative Regulation Of Growth (GO:0045926)",1.51730852333898,0.269589384974,13,"QL-XII-47","CDKN1A,DNAJB2,CGRRF1,CCDC85B,SMAD3,RB1,HSPA1B,HSPA1A"
"Negative Regulation Of Intracellular Signal Transduction (GO:1902532)",-1.339088158126,0.337653457653458,17,"QL-XII-47","DAG1,DDIT4"
"Negative Regulation Of MAPK Cascade (GO:0043409)",1.35048264395228,0.36139885404612,13,"QL-XII-47","MYC,DUSP6,IGF1R,RGS2"
"Negative Regulation Of Macromolecule Metabolic Process (GO:0010605)",1.13522160738335,0.544037442463157,15,"QL-XII-47","TIPARP,HIF1A,SMAD3,RB1,LGMN"
"Negative Regulation Of Multicellular Organismal Process (GO:0051241)",1.13382210526218,0.547364205621086,12,"QL-XII-47","EGFR,ARID4B,GATA3,RGS2,RB1"
"Negative Regulation Of Neuron Death (GO:1901215)",-0.670246574768662,0.92308363890344,10,"QL-XII-47","AKT1,GRN,EIF4G1"
"Negative Regulation Of Nucleic Acid-Templated Transcription (GO:1903507)",1.60714359074071,0.0994865426852292,35,"QL-XII-47","NR3C1,JUN,ATF5,ARID5B,NFIL3,BHLHE40,KAT6A,GATA3,CCDC85B,KAT6B,TFAP2A,RRP8,RB1"
"Negative Regulation Of Programmed Cell Death (GO:0043069)",1.08242973634835,0.547364205621086,39,"QL-XII-47","MYC,EGFR,ATF5,BIRC2,IGF1R,UFM1,FHL2,SUPV3L1,TFAP2A"
"Negative Regulation Of Protein Binding (GO:0032091)",0.915202926364144,0.725647688794393,10,"QL-XII-47","CDKN1A,DNAJB2"
"Negative Regulation Of Protein Kinase Activity (GO:0006469)",1.29577725327568,0.398564356435644,14,"QL-XII-47","GADD45A,CDKN1A,TRIB1,SH3BP5,RB1"
"Negative Regulation Of Protein Phosphorylation (GO:0001933)",-0.863730214819486,0.793282219788244,17,"QL-XII-47","AKT1,HSPB1,CALM3,CALM1,CALM2,ITGB1BP1"
"Negative Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071901)",1.57980822488455,0.254272965651253,10,"QL-XII-47","GADD45A,CDKN1A,RGS2,RB1"
"Negative Regulation Of Response To External Stimulus (GO:0032102)",-0.767243164802097,0.884950205446062,10,"QL-XII-47","PARP1,AKT1,CASK"
"Negative Regulation Of Signal Transduction (GO:0009968)",0.738186120551594,0.906804997768853,19,"QL-XII-47","GATA3,RGS2,TRIB1,RB1,LGMN"
"Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122)",2.25956129816876,2.61228354278933e-05,46,"QL-XII-47","MYC,GADD45A,ZFP36,NR3C1,FOXO3,JUN,ZNF274,ZNF451,DRAP1,ARID4B,ARID5B,NFIL3,BHLHE40,GATA3,SMAD3,FHL2,TCERG1,TFAP2A,RB1,ZNF131"
"Nervous System Development (GO:0007399)",0.754822144774435,0.886737917590912,11,"QL-XII-47","EGFR"
"Organelle Organization (GO:0006996)",1.1331888359601,0.543953281509843,26,"QL-XII-47","MYC,CHMP4A,SNX11,KAT6A,YTHDF1,CSNK1A1,STX4,RB1"
"Peptidyl-Serine Modification (GO:0018209)",1.43434316028082,0.314351851851852,12,"QL-XII-47","CSNK1A1,CSNK1E,CAB39,PRKX,IKBKB,CSNK2A2,TLK2,MKNK1"
"Peptidyl-Serine Phosphorylation (GO:0018105)",1.43434316028082,0.314351851851852,12,"QL-XII-47","CSNK1A1,CSNK1E,CAB39,PRKX,IKBKB,CSNK2A2,TLK2,MKNK1"
"Phosphorylation (GO:0016310)",-1.11691705239563,0.547364205621086,25,"QL-XII-47","BECN1,ADAM10,AKT1,PTK2,PAK4,CDK6,CHEK2,CDK4,ERBB2,PRKAG2"
"Positive Regulation Of Apoptotic Process (GO:0043065)",1.61118109672215,0.183254345924516,29,"QL-XII-47","GADD45A,GADD45B,DUSP6,FOXO3,JUN,PMAIP1,CASP3"
"Positive Regulation Of Autophagy (GO:0010508)",-1.07822128456707,0.597246287128713,11,"QL-XII-47","BECN1,BNIP3,BNIP3L"
"Positive Regulation Of Cell Cycle (GO:0045787)",0.874639134008175,0.754000914494742,11,"QL-XII-47","EGFR"
"Positive Regulation Of Cell Differentiation (GO:0045597)",0.74877303064656,0.883675151071232,12,"QL-XII-47","ZFP36,SMAD3"
"Positive Regulation Of Cell Growth (GO:0030307)",0.726883616300601,0.906804997768853,12,"QL-XII-47","EGFR,SUPV3L1"
"Positive Regulation Of Cell Migration (GO:0030335)",0.93149448834761,0.705416683438661,17,"QL-XII-47","EGFR,IGF1R,HIF1A,STX4"
"Positive Regulation Of Cell Motility (GO:2000147)",0.784820635095866,0.872346869830619,15,"QL-XII-47","EGFR,IGF1R,STX4"
"Positive Regulation Of Cell Population Proliferation (GO:0008284)",1.45075206546166,0.188263422493604,38,"QL-XII-47","MYC,HMOX1,EGFR,FOSL1,CDKN1A"
"Positive Regulation Of Cellular Biosynthetic Process (GO:0031328)",1.11785806795696,0.547364205621086,14,"QL-XII-47","EGR1,HIF1A,YTHDF1,SMAD3"
"Positive Regulation Of Cellular Catabolic Process (GO:0031331)",0.935938989675545,0.713254365089976,15,"QL-XII-47","FOXO3,HIF1A,TICAM1,SUPV3L1"
"Positive Regulation Of Cellular Process (GO:0048522)",1.2155452062374,0.398564356435644,41,"QL-XII-47","MYC,ZFP36,EGFR,FOSL1"
"Positive Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043280)",1.43526311727375,0.314351851851852,11,"QL-XII-47","MYC,PMAIP1,SMAD3"
"Positive Regulation Of Cytokine Production (GO:0001819)",1.44962408094405,0.275280664413004,16,"QL-XII-47","HMOX1,EGR1,HIF1A,GATA3,TICAM1"
"Positive Regulation Of DNA-binding Transcription Factor Activity (GO:0051091)",1.29589733850258,0.393105263157895,16,"QL-XII-47","TERF2IP,ARID5B,TICAM1,SMAD3,TRIM13,HSPA1B,HSPA1A,CFLAR,STAT3,IKBKB"
"Positive Regulation Of DNA-templated Transcription (GO:0045893)",2.13581630896563,4.30405927009751e-05,72,"QL-XII-47","MYC,EGFR,FOSL1,RELB,JMJD6,EGR1,NR3C1,FOXO3,NCOA3,KDM5A,JUN,KDM3A,ATF5,NFKBIA,NFIL3,HIF1A,KAT6A,GATA3,SMAD3,KAT6B,TCERG1,TFAP2A,AKAP8L"
"Positive Regulation Of Developmental Process (GO:0051094)",-1.06600897961949,0.597246287128713,14,"QL-XII-47","DAG1,BNIP3,FIS1,SMARCA4,HDAC2,ZDHHC6,SMARCD2"
"Positive Regulation Of Gene Expression (GO:0010628)",1.22381159198328,0.420727205610927,28,"QL-XII-47","MYC,EGR1,HIF1A,TICAM1,YTHDF1,SMAD3,TFAP2A,PIK3R3,HSPA1B,HSPA1A,STAT3"
"Positive Regulation Of Hydrolase Activity (GO:0051345)",-1.8046157256776,0.060449430086241,12,"QL-XII-47","RHOA,CALM3,CALM1,CALM2,GNB5,RSU1,RALGDS,PIN1,ERBB2"
"Positive Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043123)",1.17559007517719,0.502460502460502,17,"QL-XII-47","HMOX1,TERF2IP,BIRC2,TICAM1"
"Positive Regulation Of Intracellular Signal Transduction (GO:1902533)",1.26434185277901,0.367662984622049,38,"QL-XII-47","HMOX1,EGFR,TERF2IP,BIRC2,IGF1R,GATA3,PMAIP1,TICAM1"
"Positive Regulation Of Kinase Activity (GO:0033674)",1.44962869835943,0.286803610333022,10,"QL-XII-47","EGFR,CDKN1A,IGF1R"
"Positive Regulation Of MAPK Cascade (GO:0043410)",1.44895236648206,0.288118811881188,14,"QL-XII-47","EGFR,IGF1R"
"Positive Regulation Of Macromolecule Metabolic Process (GO:0010604)",1.40954478201818,0.28484126984127,23,"QL-XII-47","MYC,EGR1,NFKBIA,HIF1A,TICAM1,SMAD3,TFAP2A,PIK3R3,HSPA1B,HSPA1A,STAT3"
"Positive Regulation Of Mitochondrion Organization (GO:0010822)",-1.02686505372419,0.627278071722516,11,"QL-XII-47","BNIP3,FIS1,BAD"
"Positive Regulation Of Multicellular Organismal Process (GO:0051240)",1.1059187097137,0.554846360433888,21,"QL-XII-47","NCOA3,KDM3A,ARID4B,IGF1R,SMAD3"
"Positive Regulation Of NF-kappaB Transcription Factor Activity (GO:0051092)",1.72325361029811,0.125980363393991,10,"QL-XII-47","TERF2IP,TICAM1,TRIM13,HSPA1B,HSPA1A,CFLAR,STAT3,IKBKB"
"Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508)",2.19981123490685,5.41881895405108e-05,42,"QL-XII-47","MYC,EGFR,JMJD6,EGR1,FOXO3,KDM5A,JUN,KDM3A,ATF5,NFIL3,HIF1A,KAT6A,GATA3,SMAD3,KAT6B,TFAP2A"
"Positive Regulation Of Phosphorylation (GO:0042327)",1.24476879210144,0.422226756444263,17,"QL-XII-47","EGFR,CDKN1A,IGF1R"
"Positive Regulation Of Programmed Cell Death (GO:0043068)",1.68087510933334,0.0696058266019154,26,"QL-XII-47","GADD45A,GADD45B,DUSP6,FOXO3,JUN,PMAIP1,CASP3"
"Positive Regulation Of Proteasomal Protein Catabolic Process (GO:1901800)",1.29413135385838,0.398564356435644,10,"QL-XII-47","DNAJB2,CSNK1A1,KEAP1,TRIB1,CSNK1E,HSPA1B,HSPA1A"
"Positive Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032436)",1.22252834393283,0.466533066132265,13,"QL-XII-47","DNAJB2,CSNK1A1,KEAP1,TRIB1,CSNK1E,HSPA1B,HSPA1A"
"Positive Regulation Of Protein Kinase Activity (GO:0045860)",0.971261618976509,0.682689427972447,15,"QL-XII-47","CDKN1A,EGR1"
"Positive Regulation Of Protein Metabolic Process (GO:0051247)",0.924966522961297,0.713254365089976,18,"QL-XII-47","TIPARP,NFKBIA,YTHDF1,VPS28"
"Positive Regulation Of Protein Modification Process (GO:0031401)",1.19789645673267,0.493041749502982,20,"QL-XII-47","EGFR,CDKN1A,EGR1"
"Positive Regulation Of Protein Phosphorylation (GO:0001934)",0.901228507552452,0.737968860580326,23,"QL-XII-47","EGFR,CDKN1A"
"Positive Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071902)",-1.05443225808318,0.597246287128713,14,"QL-XII-47","AKT1,RHOA,CALM3,CALM1,CALM2"
"Positive Regulation Of Signal Transduction (GO:0009967)",0.695807524603325,0.907251925001088,12,"QL-XII-47","HIF1A,GATA3"
"Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944)",2.05258229618381,0.00132998522400658,52,"QL-XII-47","MYC,EGFR,RELB,JMJD6,EGR1,NR3C1,FOXO3,NCOA3,JUN,ATF5,NFKBIA,HIF1A,GATA3,SMAD3,TCERG1,TFAP2A,AKAP8L,ZNF395,EAPP,SQSTM1"
"Positive Regulation Of Transferase Activity (GO:0051347)",1.29735034814761,0.398564356435644,13,"QL-XII-47","MYC,EGFR,IGF1R"
"Positive Regulation Of Ubiquitin-Dependent Protein Catabolic Process (GO:2000060)",1.11630397343115,0.553745474798106,11,"QL-XII-47","DNAJB2,CSNK1A1,KEAP1,TRIB1,CSNK1E,HSPA1B,HSPA1A"
"Positive Regulation Of miRNA Metabolic Process (GO:2000630)",2.21751577652115,8.00919481357048e-05,14,"QL-XII-47","MYC,EGFR,FOSL1,EGR1,NR3C1,FOXO3,JUN,HIF1A,GATA3,SMAD3"
"Positive Regulation Of miRNA Transcription (GO:1902895)",2.21751577652115,8.00919481357048e-05,14,"QL-XII-47","MYC,EGFR,FOSL1,EGR1,NR3C1,FOXO3,JUN,HIF1A,GATA3,SMAD3"
"Proteasomal Protein Catabolic Process (GO:0010498)",1.36998706777451,0.320926385442514,17,"QL-XII-47","KCTD5,BIRC2,PMAIP1,APPBP2,CSNK1A1,TRIM13"
"Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process (GO:0043161)",1.33081911984022,0.36139885404612,21,"QL-XII-47","KCTD5,DNAJB2,BIRC2,APPBP2,CSNK1A1,TRIM13,UBE2J1"
"Protein Autophosphorylation (GO:0046777)",0.999224808461178,0.628904868560651,13,"QL-XII-47","EGFR,IGF1R"
"Protein Catabolic Process (GO:0030163)",-1.05769167926125,0.597246287128713,14,"QL-XII-47","HSPA8,BNIP3,BNIP3L"
"Protein Dephosphorylation (GO:0006470)",1.23560150196874,0.428539871879832,11,"QL-XII-47","DUSP6,PPP2R5E,PTPN12,PTPRK,DUSP11"
"Protein Localization (GO:0008104)",1.04580955042201,0.597246287128713,24,"QL-XII-47","EGFR,DDX42,STX4,STX1A,SQSTM1,ARFIP2,RAB21,TIMM17B,TM9SF3,PTPRK"
"Protein Modification By Small Protein Conjugation (GO:0032446)",1.46338331975006,0.269589384974,17,"QL-XII-47","ZNF451,KLHL21,CNOT4,UFM1,KEAP1,COPS7A,STX1A,USP7,TRIM13,ATG3,MYCBP2"
"Protein Modification Process (GO:0036211)",-1.36951948250745,0.275280664413004,38,"QL-XII-47","BECN1,UBE2L6,ADAM10,PARP1,AKT1,PTK2,MSRA,ERO1A,ICMT,PAK4,CDK6,CHEK2,CDK4,ERBB2,PRKAG2"
"Protein Phosphorylation (GO:0006468)",-0.690439606584843,0.952322895277207,32,"QL-XII-47","BECN1,ADAM10,AKT1,PTK2,PAK4,CDK6,CHEK2,CDK4,ERBB2,PRKAG2"
"Protein Polyubiquitination (GO:0000209)",-1.07151499410252,0.597246287128713,12,"QL-XII-47","UBE2L6,STUB1,UBE3C,UBE2A"
"Protein Stabilization (GO:0050821)",-0.62158561825591,0.956346625831218,20,"QL-XII-47","STUB1,ATP1B1,GRN,CHEK2,PIN1,RUVBL1,CRTAP"
"Protein Targeting (GO:0006605)",0.670443376681517,0.927120669056153,10,"QL-XII-47","TOMM34,TIMM9,ATG3,TIMM17B"
"Protein Targeting To Mitochondrion (GO:0006626)",0.779529684857715,0.871732026143791,10,"QL-XII-47","TOMM34,TIMM9,TIMM17B,TIMM22"
"Protein Transport (GO:0015031)",-0.644303129054696,0.943477790986707,18,"QL-XII-47","RAB31,MACF1,TMED10"
"Protein Ubiquitination (GO:0016567)",1.02196526305608,0.609454328891536,20,"QL-XII-47","BIRC2,KLHL21,CNOT4,KEAP1,USP7,TRIM13,ATG3,UBE2J1,MYCBP2"
