"pathway","NES","padj","size","input","leadingEdge"
"Positive Regulation Of Multicellular Organismal Process (GO:0051240)",1.07785680632397,0.756177053512442,21,"GSK-690693","NCOA3,IGF1R,PTK2,ARID4B,SMAD3,LRPAP1,KDM3A,GRB10,S100A13,SMARCA4"
"Positive Regulation Of NF-kappaB Transcription Factor Activity (GO:0051092)",0.994030170759597,0.780684104627767,10,"GSK-690693","IKBKB,APP,STAT3,HSPA1B,HSPA1A"
"Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508)",1.00468219676271,0.780684104627767,42,"GSK-690693","SOX4,KDM5A,EGFR,IKBKB,CREB1,KAT6A,KAT6B,ID2,FOXO3,ATMIN,SMAD3,GATA3,KDM3A,EGR1,STAT3,USP22,ILK,NR1H2,SMARCA4"
"Positive Regulation Of Phosphorylation (GO:0042327)",1.76683329218489,0.182039231980602,17,"GSK-690693","ERBB3,IGF1R,EGFR,DDR1,APP,ERBB2,PTK2"
"Positive Regulation Of Programmed Cell Death (GO:0043068)",1.06232779989381,0.770186335403727,26,"GSK-690693","BNIP3L,SOX4,CTSD,GADD45B"
"Positive Regulation Of Proteasomal Protein Catabolic Process (GO:1901800)",-1.06040978926797,0.770186335403727,10,"GSK-690693","STUB1,TRIB3,TRIB1,PSMD10"
"Positive Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032436)",-1.01440730752898,0.780684104627767,13,"GSK-690693","STUB1,TRIB3,TRIB1,PSMD10"
"Positive Regulation Of Protein Kinase Activity (GO:0045860)",0.823122559727465,0.900082850041425,15,"GSK-690693","ERBB3,IQGAP1,PIH1D1,CAB39,PTK2"
"Positive Regulation Of Protein Metabolic Process (GO:0051247)",1.16452512268658,0.690128988458927,18,"GSK-690693","SOX4,VGLL4,APP,TIPARP,CDKN1B,ERBB2,VPS28"
"Positive Regulation Of Protein Modification Process (GO:0031401)",-0.677484049364355,0.944203024508952,20,"GSK-690693","RRP8,CALM3,CALM1,CALM2,CCND3,RALB"
"Positive Regulation Of Protein Phosphorylation (GO:0001934)",1.02638382881028,0.780684104627767,23,"GSK-690693","EGFR,APP,IQGAP1,ERBB2,CD44,CAB39,PTK2"
"Positive Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071902)",-1.02248820983767,0.780684104627767,14,"GSK-690693","RHOA,PSMD10,CALM3,CALM1,CALM2,CCND3,RALB"
"Positive Regulation Of Signal Transduction (GO:0009967)",1.4950088157875,0.432127882599581,12,"GSK-690693","MACF1,CTSL,PIH1D1,GATA3,STAT3,GRB10,ILK,SMARCA4"
"Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944)",1.0739940619254,0.751374312843578,52,"GSK-690693","NCOA3,SOX4,NR3C1,EGFR,FOXJ3,IKBKB,APP,STAT5B,EAPP,CREB1,NFE2L2,FOXO3,ATMIN,SMAD3,GATA3,EGR1,STAT3,NR1H2,SMARCA4,RRP1B,SQSTM1,CDK7,PIN1,FOS,NFKB2,TFAP2A,MUC1"
"Positive Regulation Of Transferase Activity (GO:0051347)",1.30460580573749,0.554990464081373,13,"GSK-690693","ERBB3,IGF1R,EGFR,DDR1"
"Positive Regulation Of Ubiquitin-Dependent Protein Catabolic Process (GO:2000060)",-0.996593547634056,0.780684104627767,11,"GSK-690693","STUB1,TRIB3,TRIB1,PSMD10"
"Positive Regulation Of miRNA Metabolic Process (GO:2000630)",1.21238699804717,0.650881901840491,14,"GSK-690693","NR3C1,EGFR,FOXO3,SMAD3,GATA3,EGR1,STAT3,SMARCA4"
"Positive Regulation Of miRNA Transcription (GO:1902895)",1.21238699804717,0.650881901840491,14,"GSK-690693","NR3C1,EGFR,FOXO3,SMAD3,GATA3,EGR1,STAT3,SMARCA4"
"Proteasomal Protein Catabolic Process (GO:0010498)",-0.695225096074832,0.942583041056323,17,"GSK-690693","STUB1,TRIM13,ATF6,PSMD2"
"Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process (GO:0043161)",0.896312124672063,0.86140279811797,21,"GSK-690693","DNAJB2,KLHDC2,TRIM2,NFE2L2"
"Protein Autophosphorylation (GO:0046777)",1.62877682061897,0.274879649984012,13,"GSK-690693","IGF1R,EGFR,STK25,DDR1,ERBB2,PTK2"
"Protein Catabolic Process (GO:0030163)",1.38478886626474,0.536118941026916,14,"GSK-690693","BNIP3L,CTSD,CTSL,CLPX"
"Protein Dephosphorylation (GO:0006470)",1.10836585467653,0.751374312843578,11,"GSK-690693","PTPN12,PTPRK,PPP2R5A,DUSP3"
"Protein Localization (GO:0008104)",0.970707982804448,0.780684104627767,24,"GSK-690693","EGFR,RAB31,CTTN,PTPRK,DDX42,TM9SF2,RAB21,STX1A"
"Protein Modification By Small Protein Conjugation (GO:0032446)",-0.610847054879536,0.962000868055556,17,"GSK-690693","STUB1,COPS7A,TRIM13,ATG3,UBE2L6"
"Protein Modification Process (GO:0036211)",1.37761916573828,0.442753898820844,38,"GSK-690693","STK25,PTPN12,IKBKB,GLRX,APP,ERO1A,ADAM10,CREB1,ICMT,ERBB2,PTPRK,PPP2R5A,PTK2"
"Protein Phosphorylation (GO:0006468)",1.48298562034514,0.284547228313815,32,"GSK-690693","IGF1R,EGFR,STK25,IKBKB,DDR1,APP,ADAM10,CREB1,ERBB2,CAB39,PTK2"
"Protein Polyubiquitination (GO:0000209)",-0.656751959420416,0.942583041056323,12,"GSK-690693","STUB1"
"Protein Stabilization (GO:0050821)",-1.19573622132468,0.650881901840491,20,"GSK-690693","HSPD1,STUB1,RUVBL1,CTNND1"
"Protein Targeting (GO:0006605)",-0.977631317973651,0.780684104627767,10,"GSK-690693","TIMM9,TIMM17B,ATG3"
"Protein Targeting To Mitochondrion (GO:0006626)",-1.4908760968334,0.426842684268427,10,"GSK-690693","HSPD1,TIMM9,TIMM17B"
"Protein Transport (GO:0015031)",0.824178178365785,0.900082850041425,18,"GSK-690693","MACF1,RAB31,CTTN,ARHGAP1"
"Protein Ubiquitination (GO:0016567)",0.715263971265909,0.942583041056323,20,"GSK-690693","KEAP1,KLHL21,TRIM2,NFE2L2"
"Protein-Containing Complex Assembly (GO:0065003)",-1.23178678512535,0.613305541080424,20,"GSK-690693","HSPD1,PSMG1,MNAT1,BAD,TMED10,TRAPPC3,ITGB1BP1"
"Proteolysis (GO:0006508)",1.96913786693915,0.0796666079844072,13,"GSK-690693","MBTPS1,CTSD,CTSL,CLPX,SENP6,ADAM10,CAPN1"
"RNA Processing (GO:0006396)",-0.97930143914667,0.780684104627767,12,"GSK-690693","LSM6,TCERG1"
"RNA Splicing, Via Transesterification Reactions With Bulged Adenosine As Nucleophile (GO:0000377)",-1.34521098166391,0.550864197530864,10,"GSK-690693","HSPA8,LSM6,PPIE"
"Ras Protein Signal Transduction (GO:0007265)",-0.852871519945725,0.900051692943913,16,"GSK-690693","RHOA,HACD3,NRAS,RB1,RALB"
"Regulation Of Apoptotic Process (GO:0042981)",1.05556791231648,0.756177053512442,65,"GSK-690693","ERBB3,BNIP3L,SOX4,IGF1R,EGFR,CTSD,GADD45B,TJP1,SOCS2,TRIM2,ERBB2,CD44,FOXO3,FHL2,PTK2,DDX42"
"Regulation Of Autophagy (GO:0010506)",-0.792613693479035,0.900082850041425,27,"GSK-690693","TRIB3,BAD,ATF6,ATP6V0B,HSPB1,DNM1L,EIF4G1"
"Regulation Of Canonical Wnt Signaling Pathway (GO:0060828)",1.18289421793583,0.661693749653375,11,"GSK-690693","SOX4,EGFR,TLE1"
"Regulation Of Cell Adhesion (GO:0030155)",1.65673965493069,0.292860345897353,11,"GSK-690693","ERBB3,CYTH1,ADAM10,ERBB2,TPM1,PTK2"
"Regulation Of Cell Cycle (GO:0051726)",-0.599887402344035,0.971098265895954,23,"GSK-690693","RRP8,RUVBL1,GADD45A,RB1,JUN,VPS72"
"Regulation Of Cell Cycle G1/S Phase Transition (GO:1902806)",0.608557157548998,0.956223893065998,13,"GSK-690693","CDKN1B,SMARCD2,ID2"
"Regulation Of Cell Cycle Process (GO:0010564)",-1.18904786353146,0.661693749653375,14,"GSK-690693","RRP8,ATF5,CALM3,CALM1,CALM2,BCL7B,CDC42"
"Regulation Of Cell Differentiation (GO:0045595)",1.01794343464929,0.780684104627767,15,"GSK-690693","CEBPD,DAG1,SMARCD2,ID2,PTK2,GATA3,SMARCA4,TFAP2A,SMARCC1,BIRC2"
"Regulation Of Cell Growth (GO:0001558)",1.28812194790601,0.554990464081373,25,"GSK-690693","EGFR,VGLL4,DNAJB2,SOCS2,ADAM10,CDKN1B,ERBB2"
"Regulation Of Cell Migration (GO:0030334)",1.67935067478,0.199426920395911,28,"GSK-690693","IGF1R,EGFR,SYNE2,MACF1,TJP1,ADAM10,GRN,DAG1,PTPRK,FOXO3,TPM1,CPNE3,PTK2,ARID4B,DUSP3,STAT3"
"Regulation Of Cell Population Proliferation (GO:0042127)",1.46619179034301,0.292860345897353,58,"GSK-690693","ERBB3,SOX4,IGF1R,EGFR,DNAJB2,TJP1,APP,ADAM10,STAT5B,EAPP,CDKN1B,ERBB2,CAPN1,ID2,PTPRK,PTK2,CHERP,SMAD3,GATA3"
"Regulation Of Cellular Component Organization (GO:0051128)",-0.731966601028402,0.918914579319204,10,"GSK-690693","HSPA8,ATF5"
"Regulation Of Cold-Induced Thermogenesis (GO:0120161)",1.10504847385634,0.751374312843578,10,"GSK-690693","IGF1R,KDM3A,GRB10,NR1H2,SMARCA4,MUC1"
"Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0000079)",-0.760454668410283,0.900082850041425,12,"GSK-690693","MNAT1,PSMD10,GADD45A,CCND3"
"Regulation Of DNA Repair (GO:0006282)",-0.768833925102089,0.900082850041425,11,"GSK-690693","PCNA,RUVBL1"
"Regulation Of DNA-templated Transcription (GO:0006355)",-1.05000324113445,0.756177053512442,93,"GSK-690693","MRPL12,HSPA8,RRP8,JMJD6,EED,HDAC2,FOSL1,TRIB3,RUVBL1,MNAT1,NFIL3,RELB,POLR2K,PRR7,PSMD10,ATF5,ZNF274,PPIE,ATF6"
"Regulation Of ERK1 And ERK2 Cascade (GO:0070372)",1.32211442614499,0.550864197530864,17,"GSK-690693","EGFR,DUSP4,DDR1,APP,ERBB2,CD44"
"Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000045)",-0.695143628817832,0.942583041056323,19,"GSK-690693","CCL2,MNAT1,PSME2,BCL7B,RB1,EIF4G1,PSME1,TFDP1"
"Regulation Of GTPase Activity (GO:0043087)",1.01653048032291,0.780684104627767,12,"GSK-690693","GNB5,VAV3,ERBB2,RALGDS,PTK2"
"Regulation Of Gene Expression (GO:0010468)",1.06308415137559,0.751374312843578,57,"GSK-690693","SOX4,NR3C1,APP,TIPARP,TLE1,ADAM10,MBNL2,KAT6A,KAT6B,NFE2L2,ID2,HMG20B,SMAD3,GATA3,ZNF131,EGR1,STAT3,MBNL1,USP22,RRP1B,HSPA1B,HSPA1A,PIN1,NFKB2,TFAP2A"
"Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043122)",-0.681438535266925,0.944203024508952,21,"GSK-690693","RHOA,GOLT1B,TRIM13,HSPB1,S100A4,TSPAN6"
"Regulation Of Inflammatory Response (GO:0050727)",0.669804155360917,0.942583041056323,10,"GSK-690693","APP,GRN,GATA3,STAT3"
"Regulation Of Intracellular Signal Transduction (GO:1902531)",0.931327650685178,0.838163816381638,16,"GSK-690693","EGFR,VAV3,KAT6A,ARHGAP1,ARHGEF12"
"Regulation Of MAPK Cascade (GO:0043408)",1.72432214632,0.182039231980602,12,"GSK-690693","IGF1R,EGFR,DUSP4,DAG1,IQGAP1,ERBB2"
"Regulation Of Macroautophagy (GO:0016241)",1.03859203774729,0.780684104627767,11,"GSK-690693","BNIP3L,CAPN1"
"Regulation Of Macromolecule Metabolic Process (GO:0060255)",0.965932910827916,0.780684104627767,10,"GSK-690693","APP,HMG20B"
"Regulation Of Mitotic Cell Cycle (GO:0007346)",0.969704155001646,0.780684104627767,12,"GSK-690693","APP,CDKN1B,IQGAP1,DUSP3,USP22,CDC25B,PIN1"
"Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901990)",0.592425557119194,0.962000868055556,15,"GSK-690693","CDKN1B,SMARCD2,ID2"
"Regulation Of Neuron Apoptotic Process (GO:0043523)",1.21252726659868,0.661693749653375,12,"GSK-690693","ERBB3,GRN,TRIM2,FOXO3"
"Regulation Of Nucleic Acid-Templated Transcription (GO:1903506)",-0.758172197036232,0.924877511698321,24,"GSK-690693","RUVBL1,NFIL3,ATF5,ZNF274,PPIE,MYCBP,RB1,ZNF395,VPS72,MTF2"
"Regulation Of Phosphorylation (GO:0042325)",1.55295691905834,0.420368364030336,10,"GSK-690693","EGFR,IKBKB,APP,CDKN1B,PTK2"
"Regulation Of Programmed Cell Death (GO:0043067)",-0.83688751079995,0.900082850041425,18,"GSK-690693","RUVBL1,DFFA,TMEM109"
"Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032434)",-1.01761056421988,0.780684104627767,13,"GSK-690693","STUB1,TRIB3,TRIB1,PSMD10"
"Regulation Of Protein Binding (GO:0043393)",0.810719087832585,0.900082850041425,13,"GSK-690693","DNAJB2,APP"
"Regulation Of Protein Catabolic Process (GO:0042176)",1.5384522333623,0.420368364030336,11,"GSK-690693","EGFR,VGLL4,TIPARP,CDKN1B,VPS28"
"Regulation Of Protein Kinase Activity (GO:0045859)",-1.21576101810125,0.651207193890121,11,"GSK-690693","TRIB3,TRIB1,ITGB1BP1,HSPB1,RB1"
"Regulation Of Protein Metabolic Process (GO:0051246)",-0.812657996239715,0.900082850041425,11,"GSK-690693","NOLC1,NFKBIA,EIF4G1,APOE,MAPKAPK5"
"Regulation Of Protein Phosphorylation (GO:0001932)",1.07270852733739,0.756177053512442,16,"GSK-690693","EGFR,APP,ERBB2,PTK2"
"Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071900)",-1.6701887650966,0.182039231980602,20,"GSK-690693","RHOA,TRIB3,MNAT1,TRIB1,CALM3,CALM1,CALM2,GADD45A,CCND3,RB1,RALB"
"Regulation Of Protein Ubiquitination (GO:0031396)",1.02741414532239,0.780684104627767,12,"GSK-690693","SOX4,DNAJB2"
"Regulation Of Signal Transduction (GO:0009966)",1.16673512001891,0.711019042307386,12,"GSK-690693","ERBB3,APP,SOCS2"
"Regulation Of Transcription By RNA Polymerase II (GO:0006357)",-0.959979805632702,0.838163816381638,90,"GSK-690693","JMJD6,EED,HDAC2,FOSL1,TRIB3,RUVBL1,GTF2A2,MNAT1,TCERG1,NFKBIA,NRIP1,NFIL3,RELB,PSMD10,ATF5,ZNF274,ATF6,ITGB1BP1"
"Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0017015)",-1.26269410590513,0.613305541080424,10,"GSK-690693","HDAC2,STUB1"
"Regulation Of Translation (GO:0006417)",0.808565486817916,0.900082850041425,17,"GSK-690693","SOX4,APP,TRIM2,ERBB2,FOXO3"
"Regulation Of miRNA Transcription (GO:1902893)",1.18128784951284,0.661693749653375,15,"GSK-690693","NR3C1,EGFR,FOXO3,SMAD3,GATA3,EGR1,STAT3,SMARCA4"
"Response To Cytokine (GO:0034097)",-0.998945084107738,0.780684104627767,10,"GSK-690693","RHOA,RELB"
"Response To Endoplasmic Reticulum Stress (GO:0034976)",0.874537850289809,0.863390092879257,13,"GSK-690693","MBTPS1,ERO1A"
"Response To Lipopolysaccharide (GO:0032496)",-1.35130424242725,0.550864197530864,12,"GSK-690693","RHOA,CCL2,TRIB1"
"Response To Reactive Oxygen Species (GO:0000302)",1.34066426039455,0.550864197530864,12,"GSK-690693","EGFR,STK25,PTPRK,TPM1,HMOX1"
"Response To Tumor Necrosis Factor (GO:0034612)",-0.760718437178724,0.900082850041425,11,"GSK-690693","CCL2,NFKBIA"
"Response To UV (GO:0009411)",0.972353008491021,0.780684104627767,13,"GSK-690693","EGFR,USP1,PTPRK"
"Response To Unfolded Protein (GO:0006986)",-1.44336611828782,0.432127882599581,11,"GSK-690693","HSPA8,HSPD1"
"Ribosome Biogenesis (GO:0042254)",-0.923605126649341,0.856665473206827,11,"GSK-690693","NOLC1,GRWD1,RRS1,RPS6,EXOSC4"
"Small GTPase Mediated Signal Transduction (GO:0007264)",-1.002451014646,0.780684104627767,15,"GSK-690693","ARFIP2,HACD3,NRAS,RB1,RALB,NUCB2,MAPKAPK5"
"Supramolecular Fiber Organization (GO:0097435)",0.751868164404328,0.921343721444717,16,"GSK-690693","FAT1,APP,TPM1,PLOD3"
"Transcription By RNA Polymerase II (GO:0006366)",-1.30265995509851,0.550864197530864,14,"GSK-690693","GTF2A2,MNAT1,POLR2I,POLR2K,GTF2E2"
"Transmembrane Receptor Protein Tyrosine Kinase Signaling Pathway (GO:0007169)",1.50398382460494,0.292860345897353,23,"GSK-690693","ERBB3,MVP,IGF1R,EGFR,DDR1,SOCS2,ERBB2,MPZL1"
"Ubiquitin-Dependent Protein Catabolic Process (GO:0006511)",0.848961314881855,0.900082850041425,28,"GSK-690693","KEAP1,KLHDC2,TRIM2,NFE2L2,VPS28,CNOT4,APPBP2,FBXO7"
"Vesicle-Mediated Transport (GO:0016192)",0.851263933590186,0.900082850041425,16,"GSK-690693","CYTH1,APP,ARHGAP1"
"Wound Healing (GO:0042060)",1.78261987830617,0.199426920395911,10,"GSK-690693","ERBB3,MACF1,PRCP,ERBB2,TPM1,SMAD3,HMOX1"
"mRNA Processing (GO:0006397)",-1.08048867415015,0.756177053512442,13,"GSK-690693","HSPA8,LSM6,TCERG1,PPIE"
"mRNA Splicing, Via Spliceosome (GO:0000398)",-1.52705173472161,0.394077039323288,11,"GSK-690693","HSPA8,PUF60,LSM6,PPIE"
"ATP Metabolic Process (GO:0046034)",-1.25785740108476,0.47561853351327,10,"QL-XII-47 + GSK-690693","HSPA8,BAD,PARP1,ALDOA,ATP1B1"
"Apoptotic Process (GO:0006915)",-0.955817461707267,0.692030164930556,23,"QL-XII-47 + GSK-690693","DDIT4,HSPD1,BAD,BNIP3,PARP1,AKT1,VDAC1"
"Cellular Component Assembly (GO:0022607)",-0.902687514908069,0.746153846153846,11,"QL-XII-47 + GSK-690693","RHOA,BECN1"
"Cellular Response To Cytokine Stimulus (GO:0071345)",0.830252618306851,0.823514278363777,22,"QL-XII-47 + GSK-690693","ZFP36,EGR1,GATA3,IKBKB,HIF1A,NFE2L2,STAT3"
"Cellular Response To Decreased Oxygen Levels (GO:0036294)",1.16496398993272,0.505268599149072,10,"QL-XII-47 + GSK-690693","MYC,HMOX1"
"Cellular Response To Growth Factor Stimulus (GO:0071363)",1.29810064794204,0.417826375082836,21,"QL-XII-47 + GSK-690693","EGFR,NR3C1,ZFP36,SMAD3,PTPN12"
"Cellular Response To Hypoxia (GO:0071456)",1.16496398993272,0.505268599149072,10,"QL-XII-47 + GSK-690693","MYC,HMOX1"
"Cellular Response To Insulin Stimulus (GO:0032869)",-0.777787604247544,0.854868828566223,10,"QL-XII-47 + GSK-690693","PARP1,TRIB3,AKT1"
"Cellular Response To Lipid (GO:0071396)",1.35064879407256,0.369750187189436,17,"QL-XII-47 + GSK-690693","EGFR,NR3C1,NCOA3,ZFP36"
"Cellular Response To Metal Ion (GO:0071248)",1.17746588927207,0.505268599149072,12,"QL-XII-47 + GSK-690693","EGFR,JUN,TFAP2A,CDKN1B,IQGAP1"
"Cellular Response To Organic Cyclic Compound (GO:0071407)",1.64443763893709,0.176661202363157,14,"QL-XII-47 + GSK-690693","EGFR,NR3C1,NCOA3,TIPARP,EGR1"
"Cellular Response To Oxidative Stress (GO:0034599)",1.56545722346704,0.190589465714949,19,"QL-XII-47 + GSK-690693","EGFR,HMOX1,FOXO3,KEAP1,JUN,HIF1A,STX4,NFE2L2,PTPRK,SQSTM1,HSPA1B,HSPA1A"
"Cellular Response To Oxygen-Containing Compound (GO:1901701)",1.5168765457666,0.176661202363157,26,"QL-XII-47 + GSK-690693","EGFR,NCOA3,ZFP36,EGR1,CXCL2,JUN,CDKN1B,IQGAP1,CREB1,PTPRK,SQSTM1,TICAM1"
"Cellular Response To Reactive Oxygen Species (GO:0034614)",1.40660773911132,0.329410835571,10,"QL-XII-47 + GSK-690693","EGFR,JUN,NFE2L2,PTPRK,SQSTM1"
"Cellular Response To Starvation (GO:0009267)",-0.871077980639515,0.79915386328212,10,"QL-XII-47 + GSK-690693","HSPA8,BECN1"
"Cellular Response To Tumor Necrosis Factor (GO:0071356)",1.2394380403871,0.47561853351327,15,"QL-XII-47 + GSK-690693","ZFP36,FOXO3,BIRC2,GATA3,IKBKB"
"Chromatin Organization (GO:0006325)",1.1389408803995,0.529448644661626,20,"QL-XII-47 + GSK-690693","MYC,KDM5A,KDM5B,KAT6B"
"Chromatin Remodeling (GO:0006338)",1.36192236481349,0.350636205899364,17,"QL-XII-47 + GSK-690693","MYC,KDM5A,KDM5B"
"Cytokine-Mediated Signaling Pathway (GO:0019221)",1.31809399740927,0.398404036847973,17,"QL-XII-47 + GSK-690693","FOXO3,EGR1,BIRC2,CXCL2,IKBKB"
"DNA Damage Response (GO:0006974)",1.13935702346856,0.509558920095308,26,"QL-XII-47 + GSK-690693","MYC,GADD45A,CDKN1A"
"DNA Metabolic Process (GO:0006259)",-0.8439317771806,0.823514278363777,19,"QL-XII-47 + GSK-690693","SMC1A,RUVBL1,PARP1,PNKP,MCM3,GRWD1,UBE2A,MNAT1"
"DNA Repair (GO:0006281)",-1.00827765174018,0.656403796578392,19,"QL-XII-47 + GSK-690693","PCNA,SMC1A,PARP1,PNKP,UBE2A,MNAT1,CHEK2,RAD51C"
"DNA-templated Transcription (GO:0006351)",-1.13127636827711,0.509558920095308,20,"QL-XII-47 + GSK-690693","MRPL12,GTF2A2,TFDP1,PARP1,POLR2K,POLR2I,GTF2E2"
"Defense Response To Virus (GO:0051607)",-1.33780838840475,0.37975225569659,11,"QL-XII-47 + GSK-690693","DDIT4,BNIP3"
"Endomembrane System Organization (GO:0010256)",-1.2331761254935,0.47561853351327,11,"QL-XII-47 + GSK-690693","VAPB,REEP5,TMED10,TOR1A"
"Establishment Of Protein Localization To Mitochondrion (GO:0072655)",-1.26384845755967,0.464513442469354,10,"QL-XII-47 + GSK-690693","HSPD1,AKT1,FIS1"
"Gene Expression (GO:0010467)",-1.14233563117816,0.509558920095308,19,"QL-XII-47 + GSK-690693","MRPL12,STUB1,HSPD1,EXOSC4,NUP88,MRPS16,RPS5,EIF4G1"
"Inflammatory Response (GO:0006954)",1.48141554540549,0.326003456884963,11,"QL-XII-47 + GSK-690693","GATA3,RELB,CXCL2,IKBKB,CD44,STAT3,NFKB2,FOS"
"Intracellular Protein Transport (GO:0006886)",0.752648709998744,0.895684175309468,23,"QL-XII-47 + GSK-690693","VPS28,STX1A,STX4,CTTN,STAT3,RAB21"
"Intrinsic Apoptotic Signaling Pathway (GO:0097193)",-0.939044255692082,0.717243419106773,14,"QL-XII-47 + GSK-690693","BAD,BNIP3,TRIB3,CYCS"
"Membrane Organization (GO:0061024)",-0.937594462461597,0.717243419106773,10,"QL-XII-47 + GSK-690693","HSPA8,VAPB,REEP5,TOR1A"
"Mitochondrial Transport (GO:0006839)",-0.891801214713809,0.746153846153846,13,"QL-XII-47 + GSK-690693","BAD,BNIP3,FIS1"
"Mitochondrion Organization (GO:0007005)",-1.46033413051945,0.308505181081358,21,"QL-XII-47 + GSK-690693","HSPD1,BNIP3,PARP1,YME1L1,FIS1,MTFR1,HSD17B10,SLC25A4,DNM1L"
"Mitotic Cell Cycle Phase Transition (GO:0044772)",1.08496436104614,0.560884353741497,13,"QL-XII-47 + GSK-690693","MYC,CDKN1A,CHMP4A,CDKN1B"
"Mitotic Sister Chromatid Segregation (GO:0000070)",-1.22815894095161,0.47561853351327,10,"QL-XII-47 + GSK-690693","RHOA,BECN1,SMC1A"
"Modification-Dependent Protein Catabolic Process (GO:0019941)",-0.825113790002736,0.823514278363777,14,"QL-XII-47 + GSK-690693","STUB1,UBE2L6"
"Negative Regulation Of Apoptotic Process (GO:0043066)",1.15968236402259,0.483283665487055,47,"QL-XII-47 + GSK-690693","EGFR,MYC,IGF1R,ERBB3,BIRC2,FHL2,TFAP2A,SOCS2,TLE1,CD44,UFM1,ATF5,TJP1,HSPA1B,HSPA1A"
"Negative Regulation Of Apoptotic Signaling Pathway (GO:2001234)",-0.77639187225295,0.854868828566223,10,"QL-XII-47 + GSK-690693","PSMD10,AKT1,SLC25A4"
"Negative Regulation Of Binding (GO:0051100)",1.02783040554499,0.621681010803882,11,"QL-XII-47 + GSK-690693","DNAJB2,CDKN1A,JUN,CSNK1E"
"Negative Regulation Of Cell Cycle (GO:0045786)",1.34102570731618,0.37975225569659,10,"QL-XII-47 + GSK-690693","CDKN1A,GATA3,CDKN1B,PTPRK"
"Negative Regulation Of Cell Death (GO:0060548)",-1.17946215421092,0.505268599149072,10,"QL-XII-47 + GSK-690693","BECN1,TMEM109,BNIP3,AKT1"
"Negative Regulation Of Cell Differentiation (GO:0045596)",1.50440543220505,0.326003456884963,17,"QL-XII-47 + GSK-690693","EGFR,SOX4,GATA3,SMAD3,CCDC85B"
"Negative Regulation Of Cell Growth (GO:0030308)",1.67102809193093,0.17521600532461,13,"QL-XII-47 + GSK-690693","DNAJB2,CDKN1A,SMAD3,CCDC85B,CDKN1B,HSPA1B,HSPA1A"
"Negative Regulation Of Cell Migration (GO:0030336)",1.05093479375036,0.580385015608741,14,"QL-XII-47 + GSK-690693","HMOX1,FOXO3,ARID4B"
"Negative Regulation Of Cell Motility (GO:2000146)",0.891883869112058,0.746153846153846,12,"QL-XII-47 + GSK-690693","FOXO3,ARID4B,GATA3"
"Negative Regulation Of Cell Population Proliferation (GO:0008285)",1.90441215529062,0.0300191313861212,28,"QL-XII-47 + GSK-690693","MYC,HMOX1,DNAJB2,CDKN1A,SOX4,GATA3,SMAD3,CHERP,TFAP2A,APP,CDKN1B,PTPRK,ATF5,HSPA1B,HSPA1A"
"Negative Regulation Of Cellular Process (GO:0048523)",1.7050850131683,0.0497400703973979,40,"QL-XII-47 + GSK-690693","MYC,DNAJB2,ERBB3,CDKN1A,SOX4,GATA3,SMAD3,CHMP4A,CCDC85B,CHERP,TFAP2A,APP,CDKN1B,PTPRK,ATF5,HSPA1B,HSPA1A"
"Negative Regulation Of DNA-binding Transcription Factor Activity (GO:0043433)",0.782464295284338,0.837662789887875,12,"QL-XII-47 + GSK-690693","KEAP1,NFKBIE,USP7,BHLHE40"
"Negative Regulation Of DNA-templated Transcription (GO:0045892)",1.91103894920682,0.00552077117405646,65,"QL-XII-47 + GSK-690693","MYC,NR3C1,ZFP36,GADD45A,FOXO3,ARID4B,KAT6A,SOX4,GATA3,KAT6B,DRAP1,FHL2,SMAD3,ARID5B,RBM15B,CCDC85B,JUN,ZNF131,TFAP2A,HIF1A,CDKN1B,CREB1,BHLHE40,PTPRK,TLE1,STAT3,ATF5,ZNF274,HSPA1A,SPEN"
"Negative Regulation Of Gene Expression (GO:0010629)",1.21749134543735,0.47561853351327,23,"QL-XII-47 + GSK-690693","TIPARP,ZFP36,SMAD3,APP,HIF1A,STAT3,HSPA1B,HSPA1A,TRIM2,LGMN"
"Negative Regulation Of Growth (GO:0045926)",1.67102809193093,0.17521600532461,13,"QL-XII-47 + GSK-690693","DNAJB2,CDKN1A,SMAD3,CCDC85B,CDKN1B,HSPA1B,HSPA1A"
"Negative Regulation Of Intracellular Signal Transduction (GO:1902532)",-1.11257645684278,0.54987315195521,17,"QL-XII-47 + GSK-690693","DDIT4,DAG1"
"Negative Regulation Of MAPK Cascade (GO:0043409)",1.36355846673691,0.37975225569659,13,"QL-XII-47 + GSK-690693","MYC,IGF1R,DUSP6"
