"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"UQCRHL",0,1.0504081821646,0.337,0.064,0
"MFAP2",0,0.693852520644659,0.172,0.008,0
"STMN1",0,1.71085739276996,0.512,0.271,0
"HMGN2",0,1.12944038413704,0.753,0.706,0
"PTP4A2",0,-0.729122256855803,0.289,0.687,0
"UQCRH",0,0.995293558079342,0.848,0.857,0
"TACSTD2",0,-1.64447415187618,0.533,0.901,0
"RHOC",0,-1.30435314606033,0.291,0.784,0
"HRNR",0,1.90104188451472,0.309,0,0
"S100A11P1",0,-0.594286449772345,0.456,0.814,0
"TAGLN2",0,1.23877153937167,0.797,0.758,0
"IER5",0,-0.776556654583803,0.077,0.395,0
"LAMB3",0,-0.805270313571135,0.091,0.397,0
"H3-3A",0,1.25423142223419,0.953,0.973,0
"HNRNPU",0,-0.852837794517081,0.085,0.353,0
"DDOST.1",0,0.754323917493219,0.241,0.015,0
"IGKV4-1",0,0.958509321936936,0.154,0,0
"IGKV1-5",0,1.06868023963231,0.149,0,0
"IGKV1-9",0,0.798681707946806,0.131,0,0
"IGKV3-11",0,0.877284576148107,0.148,0,0
"IGKV3-15",0,0.895441832233152,0.131,0,0
"IGKV3-20",0,1.26046109477849,0.174,0.001,0
"EIF5B",0,-0.633543579189835,0.366,0.701,0
"RPL31",0,-0.678287005828793,0.913,0.997,0
"RND3",0,-0.814176708066857,0.141,0.456,0
"SPATS2L",0,-0.571976521880824,0.123,0.426,0
"RPL37A",0,-0.6292495619272,0.967,1,0
"RPL15",0,-0.696081183338214,0.976,1,0
"HIGD1A",0,-0.548994959596069,0.121,0.428,0
"LTF",0,-3.01205664139899,0.091,0.417,0
"GPX1",0,0.882110665996834,0.671,0.416,0
"SELENOK",0,-1.20116356981309,0.389,0.793,0
"MTRNR2L12",0,2.65337965167254,0.519,0.264,0
"H1-10",0,-0.872929345453381,0.14,0.492,0
"TM4SF1",0,-1.31086453584606,0.588,0.92,0
"EIF4A2",0,-0.79928556405092,0.535,0.817,0
"GATD3A",0,-1.07164869147899,0.209,0.528,0
"S100P",0,2.1502336661778,0.301,0.084,0
"RPL9",0,-0.459548746827333,0.956,0.999,0
"CXCL8",0,-3.51694000208426,0.051,0.362,0
"CXCL1",0,-3.48429480775013,0.048,0.341,0
"CXCL2",0,-1.53309775511072,0.088,0.441,0
"AREG",0,-1.24164741806451,0.124,0.515,0
"ANXA3",0,-1.00512803290519,0.15,0.463,0
"RPL34",0,-0.944678639388932,0.957,0.999,0
"USP53",0,-0.950814523919643,0.077,0.405,0
"ARRDC3",0,-0.742913907923555,0.074,0.349,0
"SRP19",0,-0.638090979534418,0.103,0.431,0
"REEP5",0,-0.668574156633849,0.428,0.748,0
"PDLIM4",0,-0.545907749849477,0.109,0.416,0
"PPP2CA",0,-0.624383786204063,0.179,0.497,0
"RPS14",0,-0.817909097534018,0.974,1,0
"ATP6V0E1",0,-0.734700810619309,0.537,0.852,0
"IER3",0,-1.09395907815505,0.381,0.726,0
"HLA-DPA1",0,1.41187395113017,0.24,0.038,0
"RPS10",0,-0.641874709015219,0.569,0.969,0
"EEF1A1",0,0.774937621411771,0.995,0.998,0
"MARCKS",0,-0.743827440607523,0.22,0.553,0
"HEBP2",0,-0.737467355471777,0.299,0.711,0
"SOD2",0,-3.15164942641881,0.386,0.652,0
"WTAP",0,-0.902292573923537,0.195,0.556,0
"AFDN",0,-0.578444863380389,0.097,0.387,0
"PSMA2",0,-0.548904578386225,0.178,0.606,0
"PPIA",0,0.967241524296404,0.952,0.957,0
"CLDN4",0,-1.2027899784593,0.463,0.877,0
"DNAJB9",0,-0.895359575734362,0.161,0.472,0
"AC090498.1",0,1.794636909722,0.577,0.323,0
"SLC38A1",0,-2.62778972982201,0.581,0.854,0
"TIMP1",0,1.20300331325011,0.195,0,0
"XIST",0,-0.798878681109472,0.205,0.645,0
"RPL36AL",0,-0.970286803086828,0.677,0.963,0
"CLU",0,-0.443272239396364,0.249,0.623,0
"CEBPD",0,-1.74518250139106,0.244,0.757,0
"RPL7",0,-0.572637776102452,0.923,0.999,0
"FABP5P1",0,2.24251659871671,0.355,0.131,0
"RPL30",0,1.30733381617108,0.989,0.996,0
"PABPC1",0,1.21487711023666,0.945,0.897,0
"CDKN2A",0,1.37573351840503,0.271,0.025,0
"ANXA1",0,-1.639237193364,0.298,0.624,0
"RPL35",0,-0.898436756980679,0.946,0.999,0
"RPLP2",0,-0.47291919865864,0.961,0.999,0
"MRPL23",0,-0.630100185917141,0.089,0.43,0
"PHLDA2",0,-0.752686193466771,0.232,0.597,0
"RPL27A",0,-0.765896166102656,0.84,0.998,0
"PSMA1",0,-0.71870249704123,0.233,0.63,0
"SAA1",0,-1.46201623135119,0.225,0.547,0
"CD59",0,-0.706992749270265,0.585,0.886,0
"BEST1",0,-0.563035548001481,0.055,0.313,0
"SLC3A2",0,-1.07649446858842,0.361,0.633,0
"PPP1R14B",0,-0.534443548897533,0.198,0.545,0
"NR5A1",0,0.778265960111232,0.225,0,0
"NEAT1",0,-0.699572188518633,0.479,0.927,0
"MALAT1",0,-1.44327963833867,0.819,0.998,0
"NDUFC2",0,-0.771514717611939,0.264,0.773,0
"ARID5B",0,-0.748846442056914,0.176,0.495,0
"ADIRF",0,-1.3920265212855,0.32,0.793,0
"NDUFB8",0,-0.985006287182595,0.17,0.674,0
"GAPDH",0,1.74091021099858,0.984,0.969,0
"YBX3",0,-0.606220732855064,0.376,0.713,0
"EMP1",0,-1.23150646922773,0.143,0.584,0
"SLC38A2",0,-0.736606509849364,0.191,0.493,0
"TMBIM6",0,-1.00361025955602,0.569,0.91,0
"PCBP2",0,1.20538357990253,0.779,0.755,0
"CD63",0,-1.30591682402005,0.642,0.939,0
"RPL41",0,-1.38789809451819,0.979,1,0
"CNPY2",0,-0.534265939326104,0.219,0.575,0
"TMBIM4",0,-0.729429945379325,0.133,0.492,0
"PAWR",0,-0.756714948700428,0.163,0.472,0
"BTG1",0,-1.15457498505108,0.533,0.88,0
"CHPT1",0,-0.76792936400691,0.183,0.478,0
"RPLP0",0,1.05691293510991,0.98,0.994,0
"RPL21",0,-0.739815478000357,0.953,1,0
"TSC22D1",0,-1.10409624674858,0.484,0.783,0
"RPS29",0,-1.1535476909062,0.882,0.998,0
"ARF6",0,-0.629962444340601,0.251,0.59,0
"KTN1",0,-0.833966194486904,0.425,0.819,0
"IFI27",0,2.04187212751407,0.258,0.045,0
"EIF3J",0,-0.746002444072445,0.267,0.618,0
"C15orf48",0,-1.68495420904114,0.094,0.503,0
"COPS2",0,0.417230577376493,0.142,0,0
"RPS17",0,-0.785380521826194,0.828,0.961,0
"NGRN",0,1.10471021426036,0.357,0.061,0
"ALDH1A3",0,-1.08290062733859,0.041,0.315,0
"RPS2",0,-0.868695441462304,0.977,1,0
"ATP6V0C",0,1.41537121524895,0.392,0.007,0
"TNFRSF12A",0,-1.32687432222186,0.315,0.658,0
"CARHSP1",0,-0.9266085184692,0.317,0.609,0
"ARL6IP1",0,-0.580155236119899,0.242,0.566,0
"ALDOA",0,1.18541028212307,0.913,0.632,0
"MAP1LC3B",0,-0.735027414130147,0.358,0.694,0
"ACADVL",0,-0.653728639388345,0.303,0.648,0
"GABARAP",0,1.75406498088403,0.563,0.258,0
"CLDN7",0,-0.878349891179114,0.388,0.761,0
"EIF4A1",0,-0.957891374505721,0.271,0.656,0
"VAMP2",0,-0.67410395748853,0.202,0.587,0
"RPL26",0,-1.29429675926527,0.866,0.999,0
"RPL23",0,-1.11781917853361,0.701,0.982,0
"EIF1",0,-0.886579817760192,0.897,0.99,0
"NMT1",0,-0.55365373764234,0.097,0.406,0
"NME2",0,1.29358925825274,0.465,0.216,0
"VMP1",0,-1.13370606921902,0.297,0.727,0
"SUMO2",0,0.784439444340764,0.857,0.874,0
"CPNE1",0,0.337474242340277,0.114,0,0
"PI3",0,-2.96324351847714,0.059,0.31,0
"SDC4",0,-0.802903879327133,0.299,0.639,0
"WFDC2",0,-3.49623287496299,0.186,0.781,0
"CEBPB",0,-1.06547636909355,0.293,0.654,0
"PPDPF",0,1.16189016114495,0.929,0.938,0
"RPS15",0,-0.569564168672342,0.97,1,0
"MYDGF",0,1.36343480475453,0.338,0,0
"NDUFA11",0,-0.407865240222334,0.341,0.736,0
"RAB43.2",0,0.699982278053408,0.236,0.048,0
"ILF3",0,0.806338301602107,0.222,0.002,0
"JUND",0,-1.55423183450219,0.176,0.535,0
"NDUFA13",0,-0.471084375507522,0.288,0.679,0
"PLAUR",0,-0.95176218514486,0.126,0.439,0
"RPL13A",0,-1.18695616369596,0.931,1,0
"MAFF",0,-0.901064766948571,0.15,0.541,0
"ATF4",0,-1.06020451570213,0.445,0.795,0
"ATP5PO",0,-0.545016115214424,0.262,0.724,0
"MT-ATP8",0,3.49658813437176,0.567,0.215,0
"MT-ND4L",0,2.50919179993886,0.718,0.751,0
"MT-ND4",0,-0.620457068407384,0.809,0.988,0
"SLC38A1.2",0,-1.30954564988161,0.125,0.493,0
"TIMP1.1",0,-1.42433052971047,0.221,0.694,0
"HRNR.1",0,-1.8424197972528,0.134,0.788,0
"MYDGF.1",0,-1.51000712968605,0.198,0.716,0
"CENPX",0,-0.664633872755304,0,0.217,0
"GCLM",6.94967616916878e-306,-1.28780652563654,0.127,0.39,3.86297749863247e-301
"DDX3X",1.17713312661874e-304,-0.638330231731356,0.271,0.591,6.54309448431024e-300
"PIGR",2.86844680762471e-304,-1.05901617786464,0.026,0.261,1.5944261580182e-299
"EEF1E1",6.14416623813143e-303,-0.46662635322236,0.082,0.352,3.41523480346536e-298
"LINC01133",1.60959302307511e-302,0.545582528037856,0.131,0.007,8.94692281876299e-298
"CPB1",4.15477158200191e-302,3.91771863076036,0.13,0.007,2.30942978385576e-297
"CCN1",3.37955465443927e-298,-1.42225743065758,0.138,0.417,1.87852545467007e-293
"GNG10",6.01357921372918e-298,0.486527288812533,0.16,0.018,3.34264800595137e-293
"MARCKSL1",2.59937162055198e-297,1.46407387581949,0.725,0.598,1.44486071528382e-292
"PEBP1",4.93107023400821e-294,0.853132344449012,0.769,0.743,2.74093538957346e-289
"ITGA2",2.06694184508932e-293,-0.588807355393903,0.056,0.304,1.1489096245929e-288
"NEDD8",2.13166579824515e-293,-0.494311134762215,0.487,0.799,1.18488643395457e-288
"ATP1B1",2.23364748436955e-292,-0.577215387933272,0.321,0.658,1.24157295418681e-287
"SRP9",7.00182094778533e-292,0.913482108477238,0.732,0.675,3.89196217382648e-287
"REXO2",1.46453755497039e-291,-1.18201189418271,0.259,0.555,8.14063199930292e-287
"ACTB",1.03039746679897e-288,0.728973162941852,0.983,0.973,5.72746431920205e-284
"IGLV1-40",2.34332260560493e-288,0.962740660996788,0.108,0.001,1.3025358703255e-283
"SQOR",9.38203883414605e-288,-0.615646126062535,0.128,0.401,5.21500628596008e-283
"MT-ND2",5.33578585893687e-287,-0.123099340205056,0.768,0.982,2.96589656969006e-282
"RPL23A",7.35878301535196e-287,-0.376638104857836,0.945,0.999,4.09037953908339e-282
"LAGE3",1.12784424618849e-286,0.919732368552145,0.488,0.278,6.26912224243873e-282
"ARHGAP29",1.46161712489397e-286,-0.712263685279759,0.178,0.474,8.12439878872311e-282
"SAA2",1.32991117724986e-285,-2.0157835614472,0.13,0.396,7.39231127874332e-281
"MCM2",2.4161938306006e-285,-0.524632407191822,0.309,0.638,1.34304134073935e-280
"KLF6",1.5229041546589e-284,-0.340218622785248,0.389,0.731,8.46506274367148e-280
"PRSS8",8.41990858444459e-284,-0.771609887309418,0.229,0.518,4.68020618666353e-279
"TMEM165",1.04738415455107e-283,-0.72436931833927,0.306,0.603,5.8218848230721e-279
"CD47",1.83641795822707e-283,-0.599040175660182,0.277,0.59,1.02077292208051e-278
"CSNK2B",6.92688544051341e-283,-0.333537950974015,0.223,0.559,3.85030927210938e-278
"RAB11FIP1",1.04715448577289e-282,-0.67711002123934,0.131,0.403,5.82060820916863e-278
"ABHD5",5.68747367036002e-282,-0.563527693831001,0.122,0.393,3.16138223966962e-277
"OSMR",9.59251375448297e-282,-0.480056743457902,0.05,0.29,5.33199877042936e-277
"BTG3",1.40577507808452e-281,-0.576935105507846,0.194,0.49,7.81400077153279e-277
"ITM2C.1",1.90589168648837e-281,-0.402799626069996,0.184,0.492,1.05938989393456e-276
"RPS9",1.22785906875717e-280,-0.540639570216211,0.959,0.999,6.82505463368672e-276
"UBE2D3",1.42380564058428e-280,-0.673000165653911,0.57,0.823,7.91422365318771e-276
"SRSF9",7.22989139324484e-280,-0.449486140673745,0.347,0.68,4.01873513093514e-275
"FN3K",3.39909129186603e-279,0.463114108950855,0.171,0.026,1.88938489458373e-274
"ANGPTL4",2.45515802332067e-276,-0.843104543785063,0.071,0.319,1.36469958726279e-271
"ERC2.1",2.8369968966922e-276,-0.49952817822496,0.338,0.661,1.57694472502636e-271
"GNPDA1.1",6.9339965838676e-276,1.09795476307869,0.431,0.23,3.8542620011428e-271
"ADAM9",1.70313868008309e-275,-0.452887911115441,0.085,0.342,9.46689635324188e-271
"RSRC2",1.80842700916432e-275,-0.654422706752219,0.319,0.615,1.00521415304399e-270
"KRT17",2.25996006741222e-274,-0.934367356235098,0.2,0.522,1.25619880347108e-269
"CDV3",1.00906714996105e-272,-0.492695889563813,0.107,0.366,5.60889975305849e-268
"CHMP4A",9.2682089221799e-272,-0.419819565929367,0.137,0.414,5.1517339293937e-267
"PAGR1",1.09369221811624e-269,0.507580825295545,0.186,0.035,6.0792881943991e-265
"THAP9-AS1",1.57010342352508e-269,-0.470724199141593,0.053,0.282,8.72741987966415e-265
"LCN2",4.20925384962094e-269,-0.909880991617862,0.151,0.426,2.3397137523118e-264
"STC2",1.24512942046636e-268,-0.960329332382797,0.153,0.429,6.92105188366229e-264
"CD81",1.3518896077253e-268,-0.65440862747679,0.125,0.381,7.51447838454107e-264
"WEE1",1.47511608320652e-268,-0.742901988809107,0.101,0.349,8.19943274850345e-264
"GPBP1",5.27263307497562e-268,-0.501680829445347,0.256,0.559,2.9307930947252e-263
"RMRP.1",7.56109448693889e-267,-0.474000274563459,0.205,0.508,4.20283437056498e-262
"HMOX1",2.07876844555941e-266,-1.79588876514488,0.042,0.26,1.1554834404642e-261
"DCTN6",2.89935668711951e-265,-0.401426961721379,0.134,0.409,1.61160741453538e-260
"TCEA3",1.56130990481117e-264,0.700562687235302,0.298,0.103,8.6785411058929e-260
"NSRP1",4.527509547404e-264,-0.511804993534963,0.157,0.43,2.51661618192451e-259
"CHURC1",6.63962977060957e-264,-0.428981394506056,0.153,0.431,3.69063820799333e-259
"SKP1",1.3989863853316e-263,-0.478241612361363,0.693,0.924,7.77626582286571e-259
"OSER1",2.85619824806963e-263,-0.562866541050192,0.206,0.486,1.5876177961895e-258
"RPS27L",7.83716964516006e-263,-0.742994068813714,0.554,0.82,4.35629074726222e-258
"ZFAS1",1.31614316096583e-262,-0.554098549687909,0.739,0.931,7.31578176022856e-258
"RPL38",4.95683161292972e-262,-0.500262722738225,0.883,0.988,2.75525485204699e-257
"RPS6",6.70306577153061e-261,-0.374662903638654,0.982,1,3.72589910910529e-256
"UQCRB",1.43301702519169e-260,0.854618385070857,0.838,0.842,7.96542513452798e-256
"RAB5C",2.43567393192621e-260,-0.433719676697349,0.227,0.524,1.35386935506118e-255
"NFKBIA",6.11654042583215e-259,-1.43319659582726,0.468,0.732,3.3998789956988e-254
"CPNE1.1",1.55864680985745e-257,-0.298851652652934,0.062,0.303,8.66373829259262e-253
"TM9SF3",9.79017799621736e-257,-0.46627904400245,0.142,0.407,5.44187043919742e-252
"TMED9",1.250104697542e-255,-0.568235532530269,0.395,0.688,6.94870696128723e-251
"EPB41L4A-AS1",5.93334596564238e-255,-0.495719751258049,0.21,0.497,3.29805035500232e-250
"IDH2",8.34955752771951e-255,1.20212214041263,0.565,0.392,4.64110155178289e-250
"AP2B1",1.43633337937572e-254,-0.493677704162614,0.151,0.418,7.98385908925993e-250
"DBNDD2",1.71267905066631e-254,0.301444000928607,0.103,0.003,9.51992650312870e-250
"CXCL3",8.67205785757771e-254,-1.16491640759864,0.039,0.255,4.82036336013457e-249
"PAFAH1B3",1.09112811262527e-251,0.884556003860323,0.473,0.279,6.06503561402755e-247
"ERO1A",2.462461979754e-250,-0.635525776857815,0.146,0.413,1.36875949144626e-245
"CLK1",3.28254841272775e-250,-0.610017431208834,0.17,0.434,1.82460453521472e-245
"RPLP1",2.48668647835262e-249,0.507156918179878,0.995,1,1.3822246789923e-244
"BSCL2",1.36015682817471e-248,0.338104514040733,0.131,0.013,7.56043172940913e-244
"RPL3",2.24368469871011e-247,-0.467678935371777,0.978,0.999,1.24715213977801e-242
"DYNC1I2",1.79963646062839e-246,-0.448805019614259,0.234,0.517,1.00032792664029e-241
"PHLDA3",1.97745952730705e-246,-0.470340943403822,0.084,0.318,1.09917087825362e-241
"ARPP19",2.44601211600593e-246,-0.521046706472317,0.277,0.56,1.3596158346819e-241
"UGCG",1.01101281069023e-245,-0.608009362021733,0.099,0.334,5.61971470822164e-241
"KRT10",1.5761572200192e-245,-0.386006879127693,0.405,0.731,8.76106990747672e-241
"CYTOR",7.96373973191062e-245,-0.573398438998605,0.195,0.471,4.42664472998252e-240
"GSTO1",6.90492503292489e-244,-0.590454725810225,0.245,0.522,3.8381025795513e-239
"DHRS7",4.48917088742517e-243,-0.459011878303746,0.225,0.51,2.49530563777528e-238
"ADM",9.20417401197157e-243,-0.936535292633593,0.068,0.293,5.1161401245544e-238
"ATP5ME",3.63643739530679e-242,-0.536877183195345,0.547,0.842,2.02131372618128e-237
"GADD45B",6.04610816508542e-241,-1.1595269505436,0.316,0.618,3.36072922356273e-236
"METAP2.1",8.14585161039586e-241,-0.419450554200398,0.269,0.563,4.52787161763854e-236
"FN1",9.93106139376996e-241,0.952528372612405,0.131,0.015,5.52018047572703e-236
"NAXE",1.23885125418962e-240,0.903079529185656,0.528,0.36,6.88615469641301e-236
"MIR22HG",1.6092803195129e-240,-0.613250264213898,0.053,0.264,8.94518465601248e-236
"MANF",5.49621517818084e-239,-0.778044421943733,0.272,0.535,3.05507120679182e-234
"IFI6",1.36116985157563e-238,1.49219009247642,0.26,0.087,7.56606261998314e-234
"SPCS2",2.84980708428194e-237,-0.456266902583557,0.484,0.776,1.58406526779812e-232
"MZT2B",8.44164766946616e-237,-0.465860756125186,0.473,0.772,4.69228985707276e-232
"NR5A1.1",1.1425637328756e-236,-0.318185863871531,0.187,0.485,6.35094050918901e-232
"EMG1",2.10732294315584e-236,-0.398688276489014,0.093,0.327,1.17135545795317e-231
"AC020916.1",4.23248576136206e-236,-0.573192181925479,0,0.167,2.3526272104531e-231
"ATP5F1C",4.55160755698466e-236,0.992850490847257,0.647,0.565,2.53001106054992e-231
"RPL22",5.78335149324978e-236,0.617410142624667,0.955,0.988,3.21467592752289e-231
"FAM241A",6.52061285752283e-236,-0.480501627636749,0.042,0.245,3.62448265685407e-231
"SPCS3",1.02230689689961e-235,-0.479755234627476,0.192,0.457,5.68249288641649e-231
"IFRD1",2.58954896626355e-235,-0.575482300720676,0.224,0.49,1.4394007928976e-230
"TUBB2A.1",5.54376810684688e-235,0.98181513155792,0.802,0.756,3.08150350219084e-230
"COX6C",5.75930684027745e-235,2.12116105415882,0.827,0.879,3.20131070716822e-230
"SAV1",6.08364271360866e-235,-0.435939071849712,0.098,0.332,3.38159280235937e-230
"TXNRD1",1.10011277378658e-234,-0.780192753944288,0.117,0.347,6.1149768530927e-230
"RUNX1",2.00805983153657e-233,-0.594092290917365,0.207,0.474,1.1161800573596e-228
"ARL2",1.07790859982056e-231,-0.372925196539083,0.147,0.409,5.99155495210258e-227
"FAM3C",1.58277437195658e-231,-0.435694907714472,0.23,0.502,8.79785134652067e-227
"DEFB1",1.81616080324589e-231,-1.28382785783412,0.097,0.333,1.00951298248423e-226
"COPS2.1",3.17366407374908e-231,-0.350591611817411,0.087,0.325,1.76408117539343e-226
"RPL36AL.1",3.74391520293467e-231,-0.485959477601951,0.727,0.937,2.08105526555124e-226
"BIRC3",1.42305599611224e-230,-0.645844671292671,0.112,0.35,7.91005675438988e-226
"ORMDL2",2.14874938608873e-230,-0.53922497770342,0.18,0.429,1.19438234625742e-225
"PPP2R2A",3.23731524303367e-230,-0.521674158017936,0.227,0.486,1.79946167784027e-225
"SNHG8",1.00352446337336e-229,-0.572632757670203,0.497,0.782,5.5780907296608e-225
"RPS20",7.29762584470437e-229,0.0375341150884081,0.714,0.976,4.05638532577892e-224
"NFE2L2",8.34817378225187e-229,-0.415869641769231,0.259,0.539,4.6403323968647e-224
"HNRNPU.1",1.38347084495577e-228,0.858024714792935,0.53,0.337,7.69002269168667e-224
"GRIA2",2.52813970042873e-228,0.445390511328763,0.104,0.006,1.40526645248331e-223
"LLPH",9.3264640449328e-228,-0.366010166504128,0.087,0.313,5.18411503937589e-223
"DST",9.52996015709442e-228,-0.263837595101042,0.138,0.394,5.29722835332093e-223
"RPL27",1.30658239880971e-227,-0.368131820792267,0.901,0.989,7.26263826378378e-223
"CD74",3.3932135013414e-227,1.83887026507525,0.528,0.354,1.88611772472062e-222
"HNRNPD",1.20387092839845e-226,-0.410158135859055,0.235,0.511,6.69171655550276e-222
"OAZ1",1.60252399260905e-225,-0.528446880445324,0.818,0.952,8.90762961291742e-221
"PHB2",1.38826717417921e-224,1.25313010819048,0.58,0.46,7.71668308767512e-220
"TINAGL1",3.45143621628831e-224,-0.538880426390021,0.099,0.329,1.91848082082386e-219
"DEPP1",3.69339254333111e-224,-0.682866486156435,0.073,0.289,2.0529722452106e-219
"PSMB7",5.39060296705681e-224,-0.565844697204569,0.393,0.657,2.99636665923853e-219
"PRDX5",7.53895207306183e-224,0.964116960557463,0.694,0.639,4.19052650981142e-219
"RCAN1",9.55356174465742e-224,-0.922757113073659,0.146,0.386,5.31034729576783e-219
"AIFM2.1",3.02838852017152e-223,-0.349080147811592,0.011,0.182,1.68332975893734e-218
"BBC3",3.54623518946445e-223,-0.459348146868805,0.066,0.276,1.97117483006381e-218
"RAB21",2.06510750090731e-222,-0.393763108451031,0.064,0.274,1.14789000437933e-217
"UBE2H",3.06796312733253e-222,-0.43582427310203,0.175,0.429,1.70532730432779e-217
"ARF1",3.3344068849771e-222,0.745416543352074,0.791,0.72,1.85343006701452e-217
"EIF3H",7.98363633494405e-222,0.871785338190232,0.762,0.778,4.43770425677865e-217
"GUK1",9.54260516831937e-222,0.732439312931148,0.814,0.836,5.30425708281032e-217
"SLPI",2.80798324362592e-221,-0.145327113964528,0.343,0.658,1.56081748596947e-216
"DDX21",5.85924497718219e-221,-0.527044076151055,0.34,0.609,3.25686132056672e-216
"RPL32",8.13790706073968e-221,-0.374687409302573,0.983,1,4.52345563971215e-216
"PSMA6",1.02032850885525e-220,0.814033954631683,0.342,0.166,5.67149601647193e-216
"GULP1",1.22848312706034e-220,-0.417377083429189,0.035,0.224,6.82852346176489e-216
"GADD45A",1.40775773786574e-220,-1.12420969341101,0.125,0.35,7.82502138592674e-216
"RPS21",1.81994316113011e-220,0.437526756343152,0.963,0.984,1.01161540611417e-215
"BGN",5.77930765243092e-220,1.18052350429123,0.104,0.008,3.21242815860373e-215
"S100A9.1",5.79501337960432e-220,1.09706276986323,0.881,0.923,3.22115818705306e-215
"UFM1",8.71764398501928e-220,-0.469048849559516,0.288,0.558,4.84570240907297e-215
"ZC3H12A",1.33714381872768e-219,-0.573213836580188,0.135,0.373,7.4325139163978e-215
"SEC62",4.89930435282731e-219,-0.415513425561738,0.426,0.725,2.72327832451906e-214
"CXCL16",8.0001647813236e-219,-0.416296305978627,0.191,0.454,4.44689159369872e-214
"DUSP5",2.78510724984344e-218,-0.468957036140481,0.043,0.235,1.54810186482548e-213
"CNBP",1.13809766296121e-217,0.683523073033345,0.755,0.706,6.32611585956989e-213
"MRPL12",1.2665653110675e-217,-0.357779650754863,0.141,0.391,7.0402032815687e-213
"HLA-DRA",8.27134925171515e-217,1.80371753953058,0.313,0.139,4.59762948156586e-212
"STOM",4.85068489062847e-216,-0.500244827044042,0.173,0.428,2.69625319645583e-211
"COX5A",7.69294762689796e-216,0.842662120023281,0.723,0.692,4.27612493841123e-211
"PMAIP1",4.12087094222357e-215,-0.975294617755998,0.156,0.391,2.29058611323497e-210
"RPL10A",4.67956220110824e-215,-0.398865603204763,0.956,0.999,2.60113464948601e-210
"SELENOW",1.33293848372666e-214,0.91761342483672,0.693,0.618,7.40913856179464e-210
"FZR1",1.07260958316593e-213,-0.476658165436313,0.171,0.416,5.96210036802782e-209
"PPP1R15A",3.63108533135912e-213,-0.726911829999542,0.343,0.622,2.01833878143597e-208
"ECH1",9.55329590310168e-213,-0.387158389964818,0.271,0.55,5.31019952773907e-208
"PHLDA1",4.24193920363986e-212,-0.817751430144595,0.17,0.415,2.35788190634321e-207
"ANXA2",9.00469979657412e-212,-0.790266036072201,0.769,0.905,5.00526238192572e-207
"TPM2",7.23177722940328e-211,1.62751296749391,0.313,0.144,4.01978337296381e-206
"HMGB3",4.27639456387019e-210,0.959334354020382,0.26,0.098,2.37703391832724e-205
"ARPC4",5.36593436046382e-210,-0.321178103572566,0.159,0.407,2.98265461426382e-205
"CYSTM1",7.02526446683654e-210,-0.434028542443664,0.283,0.548,3.90499325389109e-205
"FOSL1",8.0617749295472e-210,-0.595945099990043,0.052,0.246,4.48113759458881e-205
"CHMP4B",1.97433080031632e-209,-0.486194396697454,0.382,0.655,1.09743177535583e-204
"CCL28",2.84192550248792e-209,-0.581872964588034,0.098,0.315,1.57968429055791e-204
"MLF2.1",2.87819014069191e-209,-0.461739194880499,0.057,0.255,1.5998419897036e-204
"NLRP2B",2.44990958518381e-208,0.316634888458842,0.116,0.013,1.36178224292442e-203
"ANKRD36C",4.03451417939395e-208,-0.559535006176371,0.09,0.298,2.24258470661613e-203
"ATP1A1",6.80483533260808e-208,-0.408192641151409,0.366,0.657,3.7824677196302e-203
"RPL28",1.14695572657825e-207,0.374988417307288,0.984,0.999,6.37535340618521e-203
"VIM",1.22552925577696e-207,2.35440092986827,0.544,0.43,6.81210436823622e-203
"RTN4",3.12869774318739e-207,-0.449695494408369,0.545,0.817,1.73908664055071e-202
"EVA1B",4.5912750313979e-207,-0.533315503665653,0.056,0.247,2.55206022620252e-202
"LEPROT",9.97344394341692e-207,-0.404910492556786,0.271,0.539,5.5437388159483e-202
"TTC9",4.03818481570232e-206,-0.357935350517715,0.04,0.224,2.24462502980814e-201
"GSTM1",5.11032504409792e-206,0.37998570923269,0.101,0.008,2.84057417576183e-201
"MLF2",5.19500623636114e-206,0.99319682163454,0.629,0.552,2.88764421648134e-201
"YRDC",6.32424695888317e-206,-0.355710805650101,0.032,0.208,3.51533267209521e-201
"DSTN",2.26547611609413e-204,-0.412122754576298,0.84,0.976,1.25926489913092e-199
"CAMK2N1",2.00427214270115e-203,-0.544398627451458,0.057,0.247,1.11407467052043e-198
"EMD",3.87126673009921e-203,0.853526709443676,0.468,0.315,2.15184361192565e-198
"SELENOS",3.57443558870776e-202,-0.58004039551794,0.405,0.676,1.98685002198321e-197
"SAR1A",4.87113794389044e-202,-0.396412737920814,0.227,0.484,2.7076220261115e-197
"CRIP2",5.03967087038519e-202,1.39303351583666,0.476,0.33,2.80130105330361e-197
"TPRG1",8.92257999517747e-202,0.804202857012867,0.124,0.018,4.9596160903194e-197
"MGLL",2.93039971155099e-201,-0.627724241159445,0.082,0.286,1.62886267966562e-196
"NDUFAF2",4.25686190804972e-201,-0.362280021696419,0.145,0.376,2.36617669158944e-196
"TMED7",4.30985261034973e-200,-0.367710895505219,0.067,0.263,2.3956315734629e-195
"INSR",5.7217648001126e-200,-0.581358224325099,0.068,0.26,3.18044296414259e-195
