"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"TACSTD2",0,-1.80378223599332,0.53,0.929,0
"RHOC",0,-1.21910983955053,0.286,0.797,0
"HRNR",0,1.98809677837743,0.345,0,0
"H3-3A",0,1.3182859796688,0.955,0.978,0
"RPL31",0,-0.780305885437398,0.909,0.998,0
"RPL15",0,-0.765934805866418,0.985,1,0
"LTF",0,-3.7135935565324,0.114,0.639,0
"SELENOK",0,-1.07563952377399,0.37,0.783,0
"TM4SF1",0,-1.29279137954609,0.589,0.937,0
"CXCL2",0,-1.66221203943921,0.093,0.52,0
"RPL34",0,-0.992860460375464,0.966,1,0
"RPS14",0,-0.879903084868134,0.981,1,0
"HEBP2",0,-0.960490512766402,0.302,0.76,0
"SOD2",0,-3.57960926609787,0.437,0.791,0
"PPIA",0,0.978434915469339,0.955,0.974,0
"CLDN4",0,-1.30374686457492,0.462,0.892,0
"SLC38A1",0,-2.93504482445422,0.555,0.858,0
"CEBPD",0,-1.67946362966765,0.241,0.751,0
"RPL7",0,-0.627173607949952,0.932,0.999,0
"RPL30",0,1.37711912728716,0.991,0.998,0
"PABPC1",0,1.30013001825931,0.952,0.905,0
"CDKN2A",0,1.457064297684,0.312,0.024,0
"ANXA1",0,-1.99262929100721,0.407,0.831,0
"RPL35",0,-0.838662416276002,0.956,0.999,0
"RPL27A",0,-0.795973848771373,0.852,0.999,0
"SAA2",0,-2.54274327959168,0.193,0.643,0
"SAA1",0,-1.87516040825688,0.313,0.796,0
"NEAT1",0,-0.99329079435463,0.443,0.935,0
"MALAT1",0,-1.4072284126701,0.798,0.996,0
"NDUFB8",0,-1.10918236439903,0.191,0.732,0
"GAPDH",0,1.46627710753111,0.99,0.988,0
"TMBIM6",0,-1.03317702822452,0.559,0.914,0
"CD63",0,-1.22321588598876,0.655,0.955,0
"RPL41",0,-1.32042936375359,0.982,1,0
"RPL21",0,-0.720628407365139,0.957,1,0
"RPS29",0,-1.17716415908227,0.884,0.999,0
"ALDH1A3",0,-1.61779797290254,0.051,0.523,0
"RPS2",0,-0.942255904918306,0.981,1,0
"ATP6V0C",0,1.34536060211483,0.358,0.005,0
"CLDN7",0,-1.00245018850222,0.354,0.796,0
"RPL26",0,-1.33127213682874,0.879,1,0
"RPL23",0,-1.08044872796901,0.721,0.987,0
"EIF1",0,-0.945390225541146,0.899,0.995,0
"PI3",0,-3.7793179925183,0.085,0.521,0
"WFDC2",0,-4.32432337249868,0.189,0.843,0
"PPDPF",0,1.37878285995145,0.932,0.935,0
"MYDGF",0,1.26778165494074,0.328,0,0
"ILF3",0,0.796290014712462,0.224,0.003,0
"RPL13A",0,-1.15759286859728,0.933,1,0
"TIMP1.1",0,-1.79510733857575,0.228,0.738,0
"HRNR.1",0,-1.67516699659358,0.123,0.799,0
"MYDGF.1",0,-1.43678955513932,0.197,0.762,0
"LCN2",6.21916386499776e-306,-1.3388327613523,0.208,0.641,3.456922234359e-301
"EMP1",2.18445264784178e-301,-1.36282255780161,0.163,0.589,1.21422800430285e-296
"TIMP1",4.43520552410474e-301,1.39434567491774,0.211,0,2.46530899057362e-296
"NR5A1",2.20737306110875e-300,0.704280002255621,0.21,0,1.2269683160173e-295
"PIGR",7.93982025634513e-297,-1.45527909611394,0.042,0.433,4.41334908948944e-292
"MT-ATP8",4.28125174100714e-295,3.24009043563294,0.536,0.254,2.37973378023882e-290
"EIF4A1",1.9053894486448e-293,-0.966569921349758,0.273,0.696,1.05911072502921e-288
"BTG1",8.97279216883695e-293,-1.37669993099665,0.508,0.869,4.98752652704802e-288
"CXCL8",7.98341952625333e-289,-3.68364684226793,0.049,0.423,4.43758374366791e-284
"GABARAP",1.30799736158875e-287,1.77439404194984,0.559,0.275,7.27050333439106e-283
"RPS10",7.89482130931604e-287,-0.654391181535761,0.577,0.982,4.38833642478332e-282
"CXCL1",6.55780430942657e-286,-3.98283590054404,0.057,0.431,3.64515552539476e-281
"SUMO2",2.91236827010384e-283,0.919964224192115,0.864,0.866,1.61883990293722e-278
"HLA-DPA1",9.55668397368775e-283,1.66371090562836,0.307,0.045,5.31208278677434e-278
"SLPI",5.52575341903645e-279,-0.558404016136421,0.397,0.857,3.07149003797141e-274
"NDUFC2",6.49142080714373e-275,-0.632654452178292,0.287,0.779,3.60825625565084e-270
"RPLP0",2.87946795519733e-274,1.03994952210598,0.983,0.997,1.60055226289643e-269
"XIST",5.87785541595303e-273,-0.741053964923515,0.182,0.623,3.26720593295749e-268
"PHLDA1",7.91779259182213e-273,-1.25741932260478,0.222,0.637,4.40110501216433e-268
"RPS17",5.47134050161768e-270,-0.810210563951827,0.815,0.971,3.04124461782419e-265
"RPL36AL",2.37573067012072e-268,-0.926236725480339,0.687,0.968,1.3205498929866e-263
"CARHSP1",3.90847647590149e-268,-1.1379881110334,0.317,0.699,2.17252664912984e-263
"ADIRF",1.71891977213482e-265,-1.24386827985094,0.267,0.672,9.55461555341137e-261
"VAMP2",5.05319278849406e-265,-0.683868683353109,0.185,0.599,2.80881721148442e-260
"VMP1",5.52094946119741e-265,-0.92236790226519,0.246,0.665,3.06881975800658e-260
"NGRN",5.74637632805984e-265,1.04033538223033,0.323,0.061,3.19412328195206e-260
"STMN1",1.38152634613117e-262,1.93464823623384,0.537,0.247,7.6792141949701e-258
"S100P",1.38708038840492e-261,2.08508287769192,0.295,0.046,7.71008633894874e-257
"EEF1A1",1.4872561015455e-258,0.875419726112857,0.995,0.998,8.26691304044067e-254
"PSMA2",7.13477641405513e-258,-0.561804442005587,0.204,0.637,3.96586546975254e-253
"PSMA1",1.78469867421657e-256,-0.732385126962345,0.252,0.669,9.92024758063281e-252
"H1-10",1.00880155399215e-255,-0.894982574966946,0.132,0.513,5.60742343786535e-251
"UQCRHL",2.88562323352955e-254,1.08163980624007,0.331,0.071,1.6039736743574e-249
"PRSS8",6.20845367228555e-253,-1.03327065576783,0.246,0.636,3.45096897373992e-248
"CEBPB",1.13286937660564e-252,-1.19855461914809,0.343,0.715,6.29705442986244e-248
"PEBP1",3.4995787318051e-251,1.14452776739987,0.781,0.709,1.94524083807386e-246
"MARCKSL1",3.21387746014536e-246,1.84696176223705,0.735,0.546,1.7864337862218e-241
"USP53",5.24107098404984e-246,-0.952158493435898,0.073,0.42,2.91324930648411e-241
"MAFF",4.86744464461279e-245,-0.814640445011701,0.144,0.526,2.70556910570802e-240
"WTAP",1.16812558938032e-243,-0.958363331451585,0.203,0.582,6.4930260885705e-239
"SFRP1",7.50168924275293e-243,-0.999491158099812,0.336,0.736,4.16981396558421e-238
"ATP6V0E1",1.40185587560897e-241,-0.767394091026942,0.521,0.865,7.79221588457245e-237
"DDOST.1",5.39387323852302e-240,0.701723419698367,0.206,0.012,2.99818443963302e-235
"RAB43.2",2.65776901673918e-237,0.750422268933013,0.247,0.029,1.47732090795448e-232
"ARRDC3",7.0577091667086e-236,-0.906254594303958,0.093,0.441,3.92302764031497e-231
"CCL28",2.40409593404067e-234,-0.885204749711092,0.126,0.496,1.33631672493651e-229
"IFI27",2.79782855021106e-234,2.16935653665229,0.271,0.044,1.55517299963482e-229
"BEST1",2.37119456234973e-233,-0.695961384619233,0.059,0.392,1.3180284974821e-228
"MMP7",8.9475467023379e-233,-1.78033879048298,0.184,0.549,4.97349383449452e-228
"C15orf48",3.40546538024303e-230,-1.63185888473464,0.069,0.402,1.89292793160809e-225
"LAMB3",1.37616879622117e-229,-0.956183607519629,0.134,0.496,7.64943425379535e-225
"ANGPTL4",1.02418148796842e-225,-1.02166885157494,0.066,0.398,5.69291280087246e-221
"ACADVL",3.46517607812683e-224,-0.724870572743867,0.305,0.682,1.9261181230268e-219
"MT-ND4",1.32826873808622e-223,-0.624039066630188,0.799,0.982,7.38318178065225e-219
"ATF4",4.48509095231479e-222,-0.960144559806165,0.463,0.812,2.49303780584418e-217
"RPL37A",1.70538382663609e-221,-0.628220915536075,0.97,1,9.47937600035672e-217
"ATP5PO",2.35180950464433e-220,-0.481698922943864,0.28,0.747,1.30725331315655e-215
"PDLIM4",2.69252119760806e-217,-0.666014376737142,0.137,0.515,1.49663790769044e-212
"NDRG2",3.64713609685204e-217,-1.00838720114172,0.324,0.7,2.02726059943521e-212
"PRELID1",2.10047412664513e-216,-0.728649036482491,0.594,0.897,1.1675485432957e-211
"RPS15",3.7245109608169e-215,-0.622013713306995,0.974,1,2.07026941757007e-210
"CD59",4.12342698388246e-215,-0.700320275902589,0.621,0.934,2.29200688899107e-210
"CNPY2",7.62128137602666e-215,-0.598531646724115,0.23,0.615,4.23628925286442e-210
"CXCL3",1.62981124317299e-213,-1.56130714246685,0.052,0.366,9.05930579517706e-209
"DEPP1",2.80655775085294e-213,-0.97297164702162,0.094,0.424,1.56002512581161e-208
"UCP2",3.6652471392277e-213,0.988085715325364,0.227,0.029,2.03732762233972e-208
"RCAN1",4.19660236537969e-212,-1.28839881104781,0.198,0.544,2.3326814247963e-207
"TAGLN2",3.49448464070199e-211,1.29667875418182,0.814,0.792,1.9424092875342e-206
"PCBP2",9.92215976922038e-210,1.36404981034177,0.787,0.763,5.51523250772115e-205
"MRPL23",8.45682612732231e-209,-0.584365599374807,0.099,0.43,4.70072680287211e-204
"ACTB",1.63087104762753e-208,0.947749701392943,0.985,0.987,9.06519671823761e-204
"PTP4A2",2.9136642408717e-207,-0.59314451717237,0.236,0.605,1.61956026828854e-202
"IGKV3-20",4.58438732877207e-207,1.04213167230776,0.149,0.001,2.54823169669796e-202
"TSC22D1",6.29232498216852e-207,-1.14080885872844,0.457,0.785,3.49758884133837e-202
"FTH1",8.48174201966404e-206,-1.75834959648806,0.987,1,4.71457630163026e-201
"ANKRD36C",1.50659658315551e-205,-0.818220536806557,0.093,0.406,8.37441710746989e-201
"SLC3A2",8.14623046661193e-203,-1.12860682756262,0.347,0.663,4.52808220486624e-198
"JUND",7.62993765703251e-202,-0.947043752411005,0.144,0.472,4.24110084666152e-197
"COPS2",1.37022134096503e-201,0.406276804044268,0.143,0,7.61637532375413e-197
"ERC2.1",2.13599261838182e-201,-0.657539370726005,0.321,0.707,1.18729149692754e-196
"AFDN",4.21627929259338e-201,-0.616441194554791,0.094,0.41,2.34361884478803e-196
"KRT6B",5.35225410845458e-201,-1.80034426964928,0.252,0.587,2.97505044618448e-196
"PLAUR",2.45625081234176e-197,-1.01795206782242,0.147,0.477,1.36530701404017e-192
"TNFRSF12A",1.24120910007931e-195,-1.13330613238657,0.313,0.657,6.89926078279082e-191
"EIF3J",5.33672426285563e-194,-0.650117619623571,0.263,0.611,2.9664181815083e-189
"EIF4A2",7.99854162799783e-193,-0.765535774185506,0.532,0.829,4.44598936392259e-188
"NMT1",1.88336006022254e-192,-0.520252085601825,0.106,0.423,1.0468656894747e-187
"IGKV4-1",3.96468399626614e-191,0.916309885869594,0.137,0,2.20376959932454e-186
"GSTO1",4.75682852295202e-191,-0.785012942223602,0.272,0.613,2.64408313448288e-186
"RPLP1",9.26671757444756e-191,0.621322167079553,0.996,1,5.15090496375668e-186
"ALDOA",1.20116579794543e-188,0.799799221895163,0.911,0.709,6.67668008787969e-184
"NDUFA11",7.89054441197261e-188,-0.401543686675414,0.359,0.777,4.38595911139497e-183
"SRP19",1.35085634213161e-187,-0.562658859573584,0.104,0.417,7.50873497773854e-183
"SLC38A1.2",1.73653261545748e-187,-0.83670427617533,0.08,0.39,9.65251654302041e-183
"HMGN2",1.36994542944815e-186,1.22244892814477,0.753,0.687,7.61484166958754e-182
"RPL36AL.1",1.67706862493089e-185,-0.581773307659695,0.722,0.955,9.32198595167834e-181
"TMBIM4",1.44777859581104e-184,-0.545702397486135,0.129,0.446,8.04747732481565e-180
"IGKV1-5",1.24039164026155e-183,0.866746627373115,0.131,0,6.89471693239384e-179
"RPS9",2.83179234906765e-183,-0.598691747523842,0.963,0.999,1.57405177722925e-178
"UQCRH",9.35830757549409e-183,0.94379647657925,0.855,0.892,5.20181526583839e-178
"RPL9",9.58145157785369e-183,-0.44635851542311,0.962,0.999,5.32584985954997e-178
"CPNE1",1.14843061497971e-182,0.34979454630733,0.13,0,6.38355157336473e-178
"KTN1",5.07423147055391e-182,-0.523226527672203,0.397,0.778,2.82051156290739e-177
"SDC4",2.01786509273685e-181,-0.78686439299586,0.3,0.651,1.12163031179778e-176
"PHLDA2",3.13717603565649e-181,-0.614574929082088,0.243,0.607,1.74379929941966e-176
"VIM",3.77222152915642e-181,2.26547247399038,0.65,0.5,2.0967893369816e-176
"GCLM",5.77890740560691e-180,-1.49911597949334,0.144,0.424,3.2122056814066e-175
"NDUFA13",1.87208292067989e-178,-0.398090561619629,0.3,0.702,1.04059729145992e-173
"CXCL16",1.32136527853528e-177,-0.564024410033033,0.228,0.571,7.34480890073838e-173
"HMOX1",3.91754475719101e-177,-1.77891347192669,0.046,0.306,2.17756725328462e-172
"VNN1",1.03579455278762e-176,-0.692419128557944,0.007,0.243,5.75746402166998e-172
"SLC25A37",1.72731707461358e-176,-0.852416723319538,0.293,0.618,9.60129195923957e-172
"OSMR",1.67391092678952e-175,-0.557379184388284,0.052,0.325,9.30443388655954e-171
"RARRES1",1.82833374457548e-174,-1.76371684639688,0.351,0.64,1.01627931192228e-169
"ABHD5",6.66715845474068e-174,-0.574992632087345,0.116,0.418,3.70594002706761e-169
"KRT17",3.50903362177658e-173,-1.1325916056286,0.261,0.624,1.95049633866451e-168
"AC090498.1",1.39967786690395e-172,1.73395549646911,0.559,0.345,7.78010942318561e-168
"IGKV3-11",2.07430355832391e-172,0.801136148104064,0.125,0,1.15300163289434e-167
"TMED9",9.93212730691232e-172,-0.629473092217732,0.385,0.724,5.52077296354721e-167
"CMTM7",1.49288716352131e-171,-0.543783106792207,0.22,0.552,8.2982132984332e-167
"PSMB7",2.05544673901473e-171,-0.691257066378594,0.404,0.73,1.14252006988134e-166
"PPP1R14B",2.08558141132934e-171,-0.460737677079046,0.215,0.56,1.15927042748741e-166
"GATD3A",1.27196739526286e-170,-0.867067342374914,0.208,0.524,7.07023076656862e-166
"RPL23A",1.9765300818344e-170,-0.419021945898609,0.951,0.999,1.09865424598765e-165
"CHMP4A",5.17983231585991e-170,-0.458096670508803,0.145,0.457,2.87920979277073e-165
"BTG3",1.25556846028586e-168,-0.651374504693794,0.222,0.546,6.97907728649897e-164
"MFAP2",1.54787192059609e-168,0.694692283264365,0.158,0.013,8.60384607063339e-164
"ANXA3",6.07512228865928e-168,-0.911924739416001,0.17,0.469,3.37685672415126e-163
"ATP1A1",2.11948503288853e-166,-0.556156045874567,0.392,0.745,1.17811575553109e-161
"REXO2",4.60691681520433e-166,-1.21585032533004,0.285,0.602,2.56075471173133e-161
"ADAM9",4.98505904936188e-166,-0.498409158342855,0.073,0.348,2.7709450725878e-161
"FN1",5.66784739080302e-165,1.06689130099165,0.154,0.012,3.15047297217786e-160
"GCSH",1.65906151778708e-164,1.12128813239287,0.475,0.261,9.22189344661948e-160
"ARID5B",1.97096854435484e-163,-0.669785905194403,0.192,0.513,1.09556286537964e-158
"SRP9",5.75654493080616e-163,1.01173000926418,0.714,0.645,3.1997754997886e-158
"TINAGL1",6.49293766373475e-163,-0.65400837699587,0.142,0.443,3.60909940038696e-158
"ITGA2",1.01734713278021e-161,-0.61026010650942,0.066,0.329,5.65492403755881e-157
"S100A11P1",1.25843464461911e-161,-0.430598459452047,0.467,0.809,6.99500897211532e-157
"SVIL",8.46066681063489e-160,-0.47281845525523,0.171,0.487,4.7028616466914e-155
"SQOR",2.16544304792204e-159,-0.623778769976676,0.124,0.408,1.20366151818747e-154
"IER5",1.20907906808255e-158,-0.537568015338544,0.056,0.311,6.72066599993687e-154
"TXNRD1",4.53386191316321e-158,-0.903453678127596,0.107,0.374,2.52014714443177e-153
"EPB41L4A-AS1",1.20383603796806e-157,-0.528752097688807,0.219,0.541,6.69152261704546e-153
"RPL28",1.35740384795712e-157,0.451224603454929,0.987,0.999,7.54512928886967e-153
"RPL22",1.46500605442441e-157,0.63998506338862,0.963,0.99,8.14323615351806e-153
"KRT23",4.30803109622736e-157,-1.26014293734964,0.186,0.494,2.39461908483798e-152
"NEDD8",1.18598331180582e-156,-0.493258835583572,0.492,0.823,6.59228823867263e-152
"IFI6",1.70535809544178e-156,1.49858992786324,0.302,0.096,9.47923297351316e-152
"S100A9",2.41736952016392e-156,0.627381188305843,0.236,0.553,1.34369484778311e-151
"UQCRB",6.13194967830229e-156,0.855637067753054,0.851,0.874,3.40844422868433e-151
"NME2",1.21379573488276e-155,1.27324865184296,0.458,0.266,6.74688359234583e-151
"DCTN6",4.32889213140425e-155,-0.432787164323538,0.134,0.43,2.40621469124105e-150
"PPP2CA",7.18468420563444e-155,-0.511286285601251,0.166,0.467,3.9936067157019e-150
"RNF145",2.04104386285751e-154,-0.471108504015494,0.17,0.475,1.13451423116935e-149
"TTC9",2.52593675219847e-154,-0.471613260376099,0.031,0.263,1.40404194370952e-149
"COX6C",7.02263999266519e-154,1.54151781417407,0.825,0.866,3.90353443992295e-149
"CHURC1",6.43276520089456e-153,-0.404798013094819,0.147,0.444,3.57565253691724e-148
"SAV1",4.40783853220198e-152,-0.473844899880617,0.099,0.369,2.45009704812447e-147
"PSMA7",1.765251206288e-151,0.82963585942736,0.108,0,9.81214883015187e-147
"ARF6",5.63325539716246e-151,-0.510405138479478,0.249,0.562,3.13124501251275e-146
"CD55",5.73112565670186e-151,-0.622143508920913,0.252,0.558,3.18564619627773e-146
"ARPC1A",6.13833112964405e-151,1.06206792915352,0.597,0.464,3.41199135841265e-146
"BARX2",2.19053075922774e-149,-0.507907532082728,0.03,0.256,1.21760652251674e-144
"MT-ND2",3.47465039840111e-149,-0.0332241303022878,0.752,0.98,1.93138442395126e-144
"CCL2",4.29452456542402e-149,-2.77938625451644,0.048,0.281,2.38711147969094e-144
"HLA-DPB1",1.01894027974094e-148,1.62149609479738,0.304,0.109,5.66377954494e-144
"CHPT1",1.1397243792909e-148,-0.66369315258525,0.178,0.46,6.33515796228845e-144
"IGKV1-9",1.26951364158926e-148,0.746009381248587,0.106,0,7.05659157677392e-144
"RPS6",4.75804243183543e-148,-0.412179606060416,0.989,1,2.64475788573572e-143
"LINC01133",3.59749480480692e-147,0.518074229438488,0.132,0.008,1.99966748725193e-142
"GNG10",4.62906286755562e-147,0.489595620790814,0.147,0.014,2.57306459493079e-142
"NSRP1",7.00182394744722e-147,-0.476380405656004,0.141,0.425,3.89196384118854e-142
"DNAJB9",1.38372708996723e-146,-0.731281781576614,0.15,0.426,7.69144702958286e-142
"FABP5P1",9.89800332335732e-146,2.25562168112756,0.409,0.187,5.50180514728817e-141
"CPNE1.1",9.99515522767363e-146,-0.302646531555973,0.056,0.31,5.55580703330239e-141
"RPLP2",1.32328980011666e-145,-0.458271413495572,0.967,0.999,7.35550635394845e-141
"MCM2",1.7959102454533e-145,-0.474885826386911,0.295,0.633,9.98256709935215e-141
"NFKBIA",6.28094698866358e-145,-1.07155313235663,0.484,0.761,3.49126438364865e-140
"MARCKS",1.19995499647128e-144,-0.492559563041506,0.194,0.501,6.66994984788559e-140
"CD81",4.57593580331667e-144,-0.5991446947775,0.13,0.398,2.54353391627357e-139
"UBE2D3",1.02594688867542e-143,-0.683451456916558,0.559,0.831,5.70272578070234e-139
"SELENOW",1.0936127008331e-143,1.05726274322227,0.693,0.592,6.07884619758076e-139
"EIF5B",5.23029178596775e-143,-0.521712333638533,0.362,0.678,2.90725768923018e-138
"CYTOR",6.6343927458533e-143,-0.597463106043294,0.199,0.497,3.68772720778256e-138
"INSR",1.33150559371645e-142,-0.681161708442291,0.066,0.302,7.40117384267289e-138
"SNORC",1.66043925285004e-142,-0.80648098071323,0.067,0.314,9.22955158696694e-138
"IGKV3-15",2.06925789650372e-142,0.888541992300569,0.104,0.001,1.15019700177159e-137
"CDCP1",2.2060260533859e-142,-0.593664698232892,0.104,0.362,1.22621958177455e-137
"MTRNR2L12",4.79845508071929e-142,2.37814442834629,0.483,0.279,2.66722125661782e-137
"CSNK2B",1.04283311564935e-141,-0.326411259789445,0.244,0.588,5.79658787333693e-137
"PDZK1IP1",7.49533419871589e-141,-1.01105450186836,0.359,0.634,4.16628151435623e-136
"PDE4B",1.09575434976706e-140,-0.692960573677017,0.105,0.356,6.09075055318023e-136
"LYN",1.83875216904572e-140,-0.442809323484726,0.058,0.293,1.02207039316406e-135
"DEFB1",1.07067297924135e-139,-1.38036049201766,0.096,0.359,5.95133575511303e-135
"PLSCR1",3.57467279969033e-139,-0.480615148153515,0.203,0.497,1.98698187570787e-134
"PTMS",4.96224438554525e-139,1.30172717083098,0.635,0.521,2.75826354170533e-134
"ERO1A",5.97312982019906e-139,-0.760964649573759,0.125,0.393,3.32016421055765e-134
"SLC38A2",1.04453452747249e-138,-0.489653444699755,0.172,0.455,5.80604517095586e-134
"LEPROT",2.42001932176613e-138,-0.473383732573604,0.28,0.59,1.3451677400037e-133
"TMEM165",1.08039133927628e-137,-0.712988228234495,0.298,0.587,6.00535525936718e-133
"GUK1",1.44279573296162e-137,0.81735762111916,0.806,0.838,8.01978008166719e-133
"MAP1LC3B",1.75081646843785e-137,-0.645025683192049,0.383,0.69,9.73191333981179e-133
"MSLN",7.20125011423584e-137,0.515069454413724,0.107,0.003,4.00281487599799e-132
"ATP5F1C",1.05978791574672e-136,1.0772903099251,0.665,0.611,5.89083112967813e-132
"LUCAT1",1.15741036951557e-136,-0.457121435457673,0.007,0.196,6.43346553895232e-132
"TNFAIP2",3.95800160833092e-136,-0.737374987375774,0.085,0.324,2.20005519399074e-131
"CD47",4.95429163595694e-136,-0.540296186311196,0.316,0.624,2.75384300584667e-131
"METAP2.1",7.6542192889799e-136,-0.398294294666597,0.269,0.584,4.25459779177948e-131
"CNBP",1.15450543908077e-135,0.741378982401624,0.764,0.721,6.41731848313045e-131
"APH1A",2.21575864279153e-135,0.897657292007452,0.546,0.386,1.23162944159567e-130
"SLC11A2",6.32851454203616e-135,-0.432952512317379,0.056,0.282,3.5177048081908e-130
"TUBB2A.1",5.13602263120079e-134,1.02585987071376,0.819,0.8,2.85485817955296e-129
"KRT81",5.91454057827794e-134,-2.00628790458533,0.098,0.347,3.28759738043579e-129
"MT-ND4L",7.95750722746932e-134,2.4444998293448,0.718,0.762,4.42318039238882e-129
"TCN1",1.04502145806705e-133,-0.631145775010612,0.021,0.222,5.80875177466571e-129
"FAM3C",2.59562497863155e-133,-0.503451391722195,0.255,0.544,1.44277814437235e-128
"AKR1C3",3.65666059648079e-133,-2.24971971291731,0.072,0.286,2.03255479255385e-128
"EEF1E1",4.46846188945509e-133,-0.389875567707476,0.084,0.325,2.48379454125361e-128
"DHRS7",4.676566347424e-133,-0.442175400562835,0.207,0.502,2.59946940421563e-128
"BGN",1.00496724352565e-132,1.36899438098669,0.127,0.01,5.58611042313732e-128
"ATP5ME",1.05649239994997e-132,-0.52699191754812,0.535,0.839,5.87251300512192e-128
"HIGD1A",1.54122544831787e-132,-0.385367788829386,0.113,0.369,8.56690165447488e-128
"RND3",2.19733487130545e-132,-0.632058629414378,0.139,0.397,1.22138858821514e-127
"COX6A1",4.34070949084058e-132,-0.510265066494949,0.702,0.936,2.41278337048374e-127
"AIFM2.1",4.45399858616074e-132,-0.393223884306883,0.007,0.193,2.47575511411745e-127
"SPCS3",8.20164575391266e-132,-0.450442807140712,0.17,0.448,4.55888479231235e-127
"NLRP2B",8.14961287449603e-131,0.31776237453981,0.121,0.008,4.52996231628862e-126
"MANF",1.06505603600237e-130,-0.698223648451278,0.27,0.553,5.92011397611916e-126
"GPBP1",1.48735206497337e-130,-0.434717148114031,0.232,0.525,8.26744645315445e-126
"CTHRC1",1.81261779340364e-130,1.12247858665196,0.109,0.005,1.00754360046341e-125
"PROM1",3.13382247509841e-130,-0.564559363638915,0.132,0.382,1.74193522278345e-125
"ARF1",9.19702276295007e-130,0.803583188176813,0.789,0.749,5.1121651027858e-125
"ANG",1.04082652774092e-129,-0.577587483774974,0.054,0.269,5.78543425444791e-125
"GULP1",1.39451393552872e-129,-0.423372884265762,0.041,0.251,7.7514057106364e-125
"DAB2",2.02666350553922e-129,-0.42480591945623,0.065,0.292,1.12652090955398e-124
"KLF6",2.06892951496921e-129,-0.279887337264266,0.367,0.703,1.15001447089564e-124
"S100A2",2.92365561645935e-129,-1.64479410163974,0.166,0.438,1.62511397440893e-124
"ZFAS1",3.22828691211231e-129,-0.52518838552274,0.743,0.945,1.79444328009762e-124
"CENPX",4.54080669486211e-129,-0.466877685107111,0,0.173,2.52400740133911e-124
"SDCBP2",5.28624323026439e-129,-0.700843665932029,0.074,0.304,2.93835829954246e-124
"CYP24A1",5.49875023708804e-129,-0.843054277909113,0.01,0.193,3.05648031928539e-124
"DDX3X",9.59029827922441e-129,-0.435047195849927,0.244,0.543,5.33076729850689e-124
"PAFAH1B3",2.16246256034372e-128,0.891912687253773,0.472,0.283,1.20200481416706e-123
"DST",2.38984377188807e-128,-0.208011094555,0.16,0.443,1.32839466060399e-123
"REEP5",2.72737787997051e-128,-0.454223218729993,0.39,0.702,1.51601299458161e-123
"TCEA3",4.53233645612838e-128,0.665509975349079,0.281,0.098,2.51929921913896e-123
"GBP2",1.01466701435268e-127,-0.555203765823176,0.172,0.442,5.64002659927937e-123
"S100A6",1.75970665643224e-127,-0.417068172629019,0.78,0.987,9.78132944977859e-123
"ARL6IP5",2.01941003653732e-127,-0.389877467684678,0.359,0.69,1.12248906880927e-122
"ZC3H12A",3.37489377165406e-127,-0.477117637996156,0.125,0.381,1.87593470297391e-122
"EPS8",3.47048279037963e-127,-0.444850384999642,0.119,0.368,1.92906785903252e-122
"ARL2",6.44085467854931e-127,-0.380277579353885,0.173,0.452,3.58014907307163e-122
"EIF3H",1.49407542420579e-126,0.85684537178031,0.771,0.809,8.30481824544788e-122
"ORMDL2",1.92463979848143e-126,-0.496303556717949,0.173,0.437,1.0698110319859e-121
"IFNGR1",2.25768523154311e-126,-0.526773005522302,0.154,0.412,1.25493433595324e-121
"DNAJB6",2.56203869981791e-126,-0.484088808656763,0.409,0.713,1.42410921129379e-121
"IFI27L2",7.83132515186017e-126,-0.312812964293272,0.119,0.384,4.35304208566148e-121
"IFRD1",1.54485526254026e-125,-0.59333304998655,0.237,0.511,8.58707797683001e-121
"DAPP1",2.11124519215424e-125,-0.478728876147112,0.043,0.249,1.17353564005893e-120
"HLA-DQA1",2.99254524232477e-125,0.616764742595978,0.123,0.011,1.66340627294623e-120
"TLR2",6.05310785176228e-125,-0.401328943701213,0.016,0.2,3.36461999940206e-120
"YWHAZ",8.01882752770247e-125,0.917196245221662,0.752,0.696,4.45726528127342e-120
"MIR22HG",8.17432769820919e-125,-0.578872746720611,0.048,0.256,4.54370005104958e-120
"TPM2",1.00766035330748e-124,1.68474290646378,0.39,0.201,5.60108007385961e-120
"IGFBP3",1.10479141142149e-124,-1.54123375848592,0.05,0.259,6.14098306038636e-120
"PHB2",1.31382703303783e-124,1.26784057292044,0.599,0.491,7.30290756314075e-120
"SPATS2L",3.64437109072042e-124,-0.412721300653411,0.145,0.402,2.02572367077695e-119
"COPS2.1",3.96390561489374e-124,-0.32278953284552,0.076,0.316,2.20333693603869e-119
"H1-2",1.10206644293229e-123,-0.946430367084967,0.22,0.481,6.12583632303912e-119
"HNRNPH2",7.59825297378911e-123,-0.374567255415132,0.08,0.31,4.22348891548068e-118
"BIRC3",1.32170518382365e-122,-0.673492678458959,0.133,0.381,7.34669826428376e-118
"YPEL3",3.99534239769008e-122,-0.399403771668404,0.103,0.338,2.22081107175603e-117
"HNRNPU",4.40038972504108e-122,-0.663237743108685,0.082,0.297,2.44595662866408e-117
"ARHGAP29",1.67997810364717e-121,-0.613433483637505,0.161,0.422,9.33815828912281e-117
